x, y, t, p, sqrt(u^2+v^2), u, v
2.1186, 0.41, 8, 0.191479, 0, 0, 0
2.0988, 0.41, 8, 0.223488, 0, 0, 0
2.079, 0.41, 8, 0.248684, 0, 0, 0
2.0592, 0.41, 8, 0.267661, 0, 0, 0
2.0394, 0.41, 8, 0.281705, 0, 0, 0
2.0196, 0.41, 8, 0.292877, 0, 0, 0
1.9998, 0.41, 8, 0.303762, 0, 0, 0
1.9778, 0.41, 8, 0.319942, 0, 0, 0
1.958, 0.41, 8, 0.341378, 0, 0, 0
1.9382, 0.41, 8, 0.372129, 0, 0, 0
1.9184, 0.41, 8, 0.413839, 0, 0, 0
1.8986, 0.41, 8, 0.466435, 0, 0, 0
1.8788, 0.41, 8, 0.528398, 0, 0, 0
1.859, 0.41, 8, 0.597035, 0, 0, 0
1.8392, 0.41, 8, 0.669148, 0, 0, 0
1.8194, 0.41, 8, 0.741672, 0, 0, 0
1.7996, 0.41, 8, 0.812174, 0, 0, 0
1.7798, 0.41, 8, 0.879224, 0, 0, 0
1.7578, 0.41, 8, 0.947447, 0, 0, 0
1.738, 0.41, 8, 1.00361, 0, 0, 0
1.7182, 0.41, 8, 1.0539, 0, 0, 0
1.6984, 0.41, 8, 1.0977, 0, 0, 0
1.6786, 0.41, 8, 1.13441, 0, 0, 0
1.6588, 0.41, 8, 1.16366, 0, 0, 0
1.639, 0.41, 8, 1.18575, 0, 0, 0
1.6192, 0.41, 8, 1.202, 0, 0, 0
1.5994, 0.41, 8, 1.21508, 0, 0, 0
1.5796, 0.41, 8, 1.22888, 0, 0, 0
1.5598, 0.41, 8, 1.24791, 0, 0, 0
1.5378, 0.41, 8, 1.28148, 0, 0, 0
1.518, 0.41, 8, 1.32582, 0, 0, 0
1.4982, 0.41, 8, 1.38434, 0, 0, 0
1.4784, 0.41, 8, 1.45559, 0, 0, 0
1.4586, 0.41, 8, 1.53601, 0, 0, 0
1.4388, 0.41, 8, 1.62136, 0, 0, 0
1.419, 0.41, 8, 1.70788, 0, 0, 0
1.3992, 0.41, 8, 1.79299, 0, 0, 0
1.3794, 0.41, 8, 1.87543, 0, 0, 0
1.3596, 0.41, 8, 1.95482, 0, 0, 0
1.3398, 0.41, 8, 2.03135, 0, 0, 0
1.3178, 0.41, 8, 2.1115, 0, 0, 0
1.298, 0.41, 8, 2.17932, 0, 0, 0
1.2782, 0.41, 8, 2.24084, 0, 0, 0
1.2584, 0.41, 8, 2.29388, 0, 0, 0
1.2386, 0.41, 8, 2.33625, 0, 0, 0
1.2188, 0.41, 8, 2.36678, 0, 0, 0
1.199, 0.41, 8, 2.38641, 0, 0, 0
1.1792, 0.41, 8, 2.3991, 0, 0, 0
1.1594, 0.41, 8, 2.41176, 0, 0, 0
1.1396, 0.41, 8, 2.43271, 0, 0, 0
1.1198, 0.41, 8, 2.46869, 0, 0, 0
1.0978, 0.41, 8, 2.53166, 0, 0, 0
1.078, 0.41, 8, 2.60699, 0, 0, 0
1.0582, 0.41, 8, 2.69471, 0, 0, 0
1.0384, 0.41, 8, 2.78901, 0, 0, 0
1.0186, 0.41, 8, 2.88452, 0, 0, 0
0.9988, 0.41, 8, 2.97779, 0, 0, 0
0.979, 0.41, 8, 3.06734, 0, 0, 0
0.9592, 0.41, 8, 3.15328, 0, 0, 0
0.9394, 0.41, 8, 3.23655, 0, 0, 0
0.9196, 0.41, 8, 3.31793, 0, 0, 0
0.8998, 0.41, 8, 3.39735, 0, 0, 0
0.8778, 0.41, 8, 3.48037, 0, 0, 0
0.858, 0.41, 8, 3.54873, 0, 0, 0
0.8382, 0.41, 8, 3.60863, 0, 0, 0
0.8184, 0.41, 8, 3.65931, 0, 0, 0
0.7986, 0.41, 8, 3.70153, 0, 0, 0
0.7788, 0.41, 8, 3.73741, 0, 0, 0
0.759, 0.41, 8, 3.76956, 0, 0, 0
0.7392, 0.41, 8, 3.79996, 0, 0, 0
0.7194, 0.41, 8, 3.82871, 0, 0, 0
0.6996, 0.41, 8, 3.85378, 0, 0, 0
0.6798, 0.41, 8, 3.87282, 0, 0, 0
0.6578, 0.41, 8, 3.8903, 0, 0, 0
0.638, 0.41, 8, 3.91108, 0, 0, 0
0.6182, 0.41, 8, 3.94728, 0, 0, 0
0.5984, 0.41, 8, 4.00091, 0, 0, 0
0.5786, 0.41, 8, 4.06607, 0, 0, 0
0.5588, 0.41, 8, 4.1376, 0, 0, 0
0.539, 0.41, 8, 4.21459, 0, 0, 0
0.5192, 0.41, 8, 4.2959, 0, 0, 0
0.4994, 0.41, 8, 4.37794, 0, 0, 0
0.4796, 0.41, 8, 4.45616, 0, 0, 0
0.4598, 0.41, 8, 4.52773, 0, 0, 0
0.4378, 0.41, 8, 4.59956, 0, 0, 0
0.418, 0.41, 8, 4.65895, 0, 0, 0
0.3982, 0.41, 8, 4.71372, 0, 0, 0
0.3784, 0.41, 8, 4.76516, 0, 0, 0
0.3586, 0.41, 8, 4.8164, 0, 0, 0
0.3388, 0.41, 8, 4.8672, 0, 0, 0
0.319, 0.41, 8, 4.92101, 0, 0, 0
0.2992, 0.41, 8, 4.98065, 0, 0, 0
0.2794, 0.41, 8, 5.0459, 0, 0, 0
0.2596, 0.41, 8, 5.11715, 0, 0, 0
0.2398, 0.41, 8, 5.20406, 0, 0, 0
0.2178, 0.41, 8, 5.28869, 0, 0, 0
0.198, 0.41, 8, 5.37878, 0, 0, 0
0.1782, 0.41, 8, 5.45151, 0, 0, 0
0.1584, 0.41, 8, 5.52792, 0, 0, 0
0.1386, 0.41, 8, 5.58278, 0, 0, 0
0.1188, 0.41, 8, 5.63911, 0, 0, 0
0.099, 0.41, 8, 5.67395, 0, 0, 0
0.0792, 0.41, 8, 5.70427, 0, 0, 0
0.0594, 0.41, 8, 5.7241, 0, 0, 0
0.0396, 0.41, 8, 5.73512, 0, 0, 0
0.0198, 0.41, 8, 5.7421, 0, 0, 0
0.219134, 0.153806, 8, 4.03529, 0, 0, 0
0.235355, 0.164645, 8, 4.32059, 0, 0, 0
0.246194, 0.180866, 8, 4.34393, 0, 0, 0
0.246194, 0.219134, 8, 4.48537, 0, 0, 0
0.235355, 0.235355, 8, 4.45672, 0, 0, 0
0.219134, 0.246194, 8, 4.22643, 0, 0, 0
0.180866, 0.246194, 8, 4.4161, 0, 0, 0
0.164645, 0.235355, 8, 5.5585, 0, 0, 0
0.153806, 0.219134, 8, 6.7908, 0, 0, 0
0.153806, 0.180866, 8, 6.62181, 0, 0, 0
0.164645, 0.164645, 8, 5.27135, 0, 0, 0
0.180866, 0.153806, 8, 4.0627, 0, 0, 0
0.034267, 0.016664, 8, 5.6317, 0.251354, 0.251185, -0.00921791
0.052131, 0.017965, 8, 5.6224, 0.293461, 0.293163, -0.0132349
0.071765, 0.017624, 8, 5.60929, 0.335388, 0.334619, -0.0227001
0.091593, 0.017364, 8, 5.5818, 0.378731, 0.378141, -0.0211313
0.111425, 0.017378, 8, 5.54947, 0.451467, 0.450338, -0.0319167
0.131231, 0.017513, 8, 5.5002, 0.536353, 0.535154, -0.0358406
0.151131, 0.017657, 8, 5.43312, 0.613274, 0.612729, -0.025857
0.171052, 0.017676, 8, 5.3574, 0.709626, 0.70837, -0.042199
0.191056, 0.017517, 8, 5.26465, 0.773101, 0.772845, -0.0199286
0.211421, 0.017182, 8, 5.16692, 0.831177, 0.830858, -0.0230133
0.231793, 0.017181, 8, 5.06551, 0.860242, 0.860242, -0.00101631
0.251783, 0.017267, 8, 4.96867, 0.879963, 0.879956, 0.00333198
0.271637, 0.017391, 8, 4.87876, 0.87159, 0.871486, 0.0134399
0.291455, 0.017469, 8, 4.79715, 0.839115, 0.838807, 0.0227075
0.311284, 0.017481, 8, 4.72627, 0.787662, 0.787205, 0.0268313
0.331127, 0.017455, 8, 4.66342, 0.718404, 0.717698, 0.0318501
0.350991, 0.01745, 8, 4.60832, 0.640138, 0.639278, 0.033161
0.370891, 0.01741, 8, 4.55987, 0.55663, 0.555672, 0.0326415
0.390845, 0.017372, 8, 4.51937, 0.475753, 0.474821, 0.029765
0.4109, 0.017327, 8, 4.48578, 0.402767, 0.401925, 0.0260292
0.431317, 0.017193, 8, 4.45991, 0.338285, 0.337726, 0.0194342
0.451692, 0.017298, 8, 4.44385, 0.297009, 0.296702, 0.0134892
0.471716, 0.017319, 8, 4.43604, 0.269257, 0.269113, 0.00878096
0.491616, 0.017325, 8, 4.43477, 0.255776, 0.255768, 0.00207909
0.511461, 0.01733, 8, 4.44188, 0.262576, 0.262459, -0.00782458
0.531297, 0.017338, 8, 4.45283, 0.2876, 0.28726, -0.0139717
0.551143, 0.017346, 8, 4.45514, 0.316706, 0.31642, -0.0134609
0.57101, 0.017354, 8, 4.44139, 0.340632, 0.34045, -0.0111341
0.590905, 0.017355, 8, 4.41281, 0.359428, 0.359297, -0.00970744
0.610853, 0.017346, 8, 4.37058, 0.372655, 0.372583, -0.00735067
0.630904, 0.017315, 8, 4.31228, 0.375421, 0.375414, -0.00227131
0.651322, 0.01719, 8, 4.23453, 0.36103, 0.361008, 0.0039989
0.671698, 0.017301, 8, 4.1396, 0.335123, 0.334939, 0.0110984
0.691719, 0.017322, 8, 4.03359, 0.297894, 0.297503, 0.0152493
0.711608, 0.017327, 8, 3.92418, 0.259693, 0.259262, 0.0149568
0.731462, 0.017332, 8, 3.82045, 0.232235, 0.232038, 0.00955244
0.7513, 0.017338, 8, 3.7298, 0.223316, 0.22331, 0.00163651
0.771147, 0.017347, 8, 3.65243, 0.230489, 0.230458, -0.00378089
0.791014, 0.017354, 8, 3.58184, 0.24194, 0.241911, -0.00373075
0.810911, 0.017357, 8, 3.51053, 0.245712, 0.245711, 0.000531808
0.830861, 0.017352, 8, 3.43501, 0.236954, 0.236886, 0.00569203
0.850927, 0.017325, 8, 3.35652, 0.218135, 0.217948, 0.00903306
0.87132, 0.017198, 8, 3.27882, 0.194475, 0.19424, 0.00955342
0.891711, 0.017305, 8, 3.20951, 0.17868, 0.178542, 0.00702801
0.911717, 0.017325, 8, 3.15434, 0.172861, 0.172848, 0.00218158
0.931616, 0.017328, 8, 3.11392, 0.181171, 0.181126, -0.00400391
0.951469, 0.017328, 8, 3.08598, 0.203352, 0.203115, -0.00981061
0.971301, 0.017335, 8, 3.06497, 0.235773, 0.235368, -0.0138036
0.991145, 0.017344, 8, 3.04405, 0.272659, 0.272234, -0.0152244
1.01101, 0.017351, 8, 3.01717, 0.308021, 0.307697, -0.0141263
1.0309, 0.017355, 8, 2.98064, 0.337313, 0.337124, -0.0112855
1.05086, 0.017352, 8, 2.93331, 0.358074, 0.357991, -0.00774014
1.07091, 0.017322, 8, 2.87598, 0.369605, 0.36958, -0.00433896
1.09131, 0.017196, 8, 2.80986, 0.371925, 0.371921, -0.00166045
1.1117, 0.017306, 8, 2.73787, 0.371871, 0.37187, 0.000770014
1.13171, 0.017322, 8, 2.66261, 0.365021, 0.365013, 0.0024942
1.15161, 0.017327, 8, 2.5839, 0.352947, 0.35292, 0.00430924
1.17147, 0.017329, 8, 2.50114, 0.335677, 0.335616, 0.00635499
1.19131, 0.017334, 8, 2.41396, 0.312958, 0.312838, 0.00867078
1.21115, 0.017345, 8, 2.32239, 0.285068, 0.284854, 0.0110309
1.23101, 0.017352, 8, 2.22762, 0.253168, 0.252836, 0.012966
1.25091, 0.017357, 8, 2.1325, 0.220141, 0.219714, 0.0136961
1.27086, 0.017349, 8, 2.04171, 0.190253, 0.189841, 0.0125147
1.29091, 0.017319, 8, 1.96075, 0.168414, 0.168183, 0.00882067
1.31132, 0.017195, 8, 1.89415, 0.158699, 0.158657, 0.00364063
1.3317, 0.017303, 8, 1.84587, 0.167242, 0.167216, -0.00297969
1.35172, 0.017322, 8, 1.8146, 0.188613, 0.188419, -0.00853727
1.37161, 0.017326, 8, 1.79435, 0.219597, 0.219248, -0.0123763
1.39147, 0.01733, 8, 1.77875, 0.254978, 0.254593, -0.0140117
1.4113, 0.017334, 8, 1.76182, 0.289687, 0.28937, -0.0135605
1.43115, 0.017341, 8, 1.73929, 0.319857, 0.319647, -0.0115892
1.45101, 0.017352, 8, 1.70893, 0.343359, 0.343245, -0.00887093
1.4709, 0.017356, 8, 1.67022, 0.35931, 0.35926, -0.0059962
1.49085, 0.017352, 8, 1.6238, 0.368095, 0.368079, -0.00338786
1.5109, 0.017322, 8, 1.57064, 0.370216, 0.370214, -0.00113688
1.53131, 0.017198, 8, 1.51118, 0.365331, 0.36533, 0.000627717
1.55169, 0.017307, 8, 1.44714, 0.359142, 0.359131, 0.0028425
1.57171, 0.017324, 8, 1.37971, 0.346481, 0.346448, 0.00472213
1.59162, 0.017327, 8, 1.30858, 0.328137, 0.328064, 0.00688915
1.61146, 0.017333, 8, 1.23345, 0.304369, 0.304228, 0.00924337
1.6313, 0.017339, 8, 1.15478, 0.275588, 0.27535, 0.0114522
1.65115, 0.017346, 8, 1.07424, 0.243494, 0.243146, 0.0130066
1.67101, 0.017353, 8, 0.994842, 0.210989, 0.210568, 0.0133228
1.69091, 0.017355, 8, 0.920638, 0.181859, 0.181465, 0.0119589
1.71085, 0.017347, 8, 0.855935, 0.160084, 0.159838, 0.00887221
1.73091, 0.017318, 8, 0.803975, 0.148758, 0.148696, 0.00428502
1.75131, 0.017192, 8, 0.766075, 0.149115, 0.149114, -0.000537208
1.7717, 0.017304, 8, 0.741828, 0.164366, 0.164268, -0.00568246
1.79173, 0.017322, 8, 0.728129, 0.187545, 0.187315, -0.00929259
1.81162, 0.017326, 8, 0.719755, 0.216142, 0.21584, -0.0114206
1.83146, 0.017331, 8, 0.71233, 0.246464, 0.24617, -0.0120241
1.8513, 0.017335, 8, 0.702271, 0.275326, 0.275093, -0.0113344
1.87115, 0.017342, 8, 0.687126, 0.30024, 0.300085, -0.00965853
1.89101, 0.017352, 8, 0.665677, 0.319724, 0.319637, -0.00746601
1.91091, 0.017355, 8, 0.637529, 0.332789, 0.332752, -0.00501165
1.93086, 0.017349, 8, 0.602894, 0.339185, 0.339175, -0.00252489
1.95092, 0.017321, 8, 0.562018, 0.338701, 0.338701, -5.02066e-05
1.97132, 0.017196, 8, 0.514946, 0.330276, 0.330269, 0.0021408
1.9917, 0.017306, 8, 0.462855, 0.319176, 0.319139, 0.00485311
2.01173, 0.017327, 8, 0.40721, 0.301647, 0.301568, 0.00691879
2.0316, 0.017342, 8, 0.348919, 0.279619, 0.279484, 0.00870613
2.05145, 0.017346, 8, 0.289029, 0.254814, 0.254623, 0.00985332
2.07119, 0.01735, 8, 0.229725, 0.22924, 0.229009, 0.0102906
2.09079, 0.017312, 8, 0.173945, 0.205668, 0.205455, 0.00935647
2.11017, 0.017122, 8, 0.123928, 0.184545, 0.184378, 0.00784628
2.12905, 0.016593, 8, 0.0833157, 0.168177, 0.168124, 0.00420759
2.14773, 0.016038, 8, 0.0507708, 0.158495, 0.15848, 0.0022178
2.16604, 0.016085, 8, 0.0278395, 0.165642, 0.165571, -0.00483262
2.18365, 0.017318, 8, 0.0126813, 0.194945, 0.194926, -0.00271822
0.017949, 0.381929, 8, 5.7451, 0.388969, 0.388835, 0.0101914
0.017676, 0.360971, 8, 5.76067, 0.633427, 0.633043, 0.0220363
0.01733, 0.341027, 8, 5.78899, 0.84218, 0.841649, 0.0298814
0.017196, 0.321434, 8, 5.8316, 1.02158, 1.02061, 0.044551
0.01716, 0.302083, 8, 5.8796, 1.16914, 1.16746, 0.0626273
0.017081, 0.282755, 8, 5.9283, 1.282, 1.28045, 0.062882
0.017125, 0.263393, 8, 5.98177, 1.36783, 1.36732, 0.0372596
0.017208, 0.243979, 8, 6.04342, 1.43529, 1.43529, 0.00116277
0.017328, 0.224465, 8, 6.09563, 1.483, 1.48296, -0.0106822
0.017443, 0.204968, 8, 6.10971, 1.49774, 1.49773, -0.00543611
0.017454, 0.185463, 8, 6.08604, 1.48411, 1.48406, -0.0123981
0.01743, 0.165864, 8, 6.03104, 1.44434, 1.44433, -0.00668341
0.017408, 0.146304, 8, 5.94695, 1.37116, 1.37115, -0.00503746
0.017304, 0.126779, 8, 5.85949, 1.27607, 1.27587, -0.0228753
0.017108, 0.107281, 8, 5.78602, 1.15809, 1.15767, -0.0314561
0.016853, 0.087765, 8, 5.72529, 1.00949, 1.00904, -0.0299295
0.017125, 0.067905, 8, 5.67983, 0.829703, 0.829223, -0.0282359
0.018334, 0.0476, 8, 5.65264, 0.617862, 0.617373, -0.0245745
0.018271, 0.026852, 8, 5.63884, 0.373746, 0.373602, -0.010392
2.18563, 0.035656, 8, 0.00538061, 0.412386, 0.411872, -0.0205737
2.18603, 0.054591, 8, 0.00417457, 0.56559, 0.562312, -0.0608064
2.18519, 0.073738, 8, -0.0027007, 0.674485, 0.667177, -0.0990199
2.18451, 0.093093, 8, -0.0132979, 0.785368, 0.774008, -0.133095
2.18412, 0.112217, 8, -0.0240377, 0.931495, 0.918753, -0.153549
2.1842, 0.131829, 8, -0.0287537, 1.11218, 1.09982, -0.165344
2.18437, 0.151539, 8, -0.0249198, 1.29066, 1.27939, -0.170156
2.1844, 0.170943, 8, -0.0151708, 1.44356, 1.43375, -0.167984
2.18439, 0.190396, 8, -0.000256569, 1.56256, 1.55432, -0.160253
2.18447, 0.210129, 8, 0.0167866, 1.62908, 1.62189, -0.152848
2.18443, 0.22957, 8, 0.0323281, 1.64416, 1.63754, -0.147305
2.18435, 0.249075, 8, 0.0456628, 1.61125, 1.6049, -0.142947
2.18437, 0.268842, 8, 0.0551135, 1.52936, 1.52335, -0.135518
2.18432, 0.2883, 8, 0.0583189, 1.40407, 1.39882, -0.121319
2.18428, 0.307692, 8, 0.0577807, 1.24396, 1.24003, -0.0987823
2.18445, 0.327326, 8, 0.0535664, 1.05953, 1.05705, -0.0724554
2.18477, 0.346262, 8, 0.0479388, 0.869277, 0.867873, -0.0493774
2.18568, 0.364654, 8, 0.0405101, 0.672151, 0.671423, -0.0312753
2.18473, 0.384647, 8, 0.0364084, 0.438568, 0.438038, -0.0215405
2.16656, 0.39213, 8, 0.0888976, 0.334919, 0.33491, -0.00248738
2.14774, 0.391936, 8, 0.132261, 0.340286, 0.340275, 0.00272658
2.12858, 0.391106, 8, 0.171333, 0.350641, 0.350624, 0.00347108
2.10898, 0.391054, 8, 0.205655, 0.344032, 0.343977, 0.00613804
2.08904, 0.391455, 8, 0.233947, 0.323706, 0.323612, 0.00782096
2.06905, 0.392005, 8, 0.25557, 0.295402, 0.295239, 0.00980702
2.04903, 0.392333, 8, 0.271664, 0.266726, 0.266524, 0.0103786
2.02905, 0.39256, 8, 0.283904, 0.237694, 0.237468, 0.0103693
2.00898, 0.392663, 8, 0.294827, 0.210641, 0.210442, 0.00915695
1.9886, 0.392813, 8, 0.308107, 0.185582, 0.18547, 0.00646185
1.96824, 0.392703, 8, 0.326925, 0.169762, 0.169727, 0.0034588
1.94824, 0.392683, 8, 0.354202, 0.161561, 0.16156, -0.000440014
