x, y, t, p, sqrt(u^2+v^2), u, v
0.2794, 0.41, 9, 4.97657, 0, 0, 0
0.2596, 0.41, 9, 5.06695, 0, 0, 0
0.2398, 0.41, 9, 5.16413, 0, 0, 0
0.2178, 0.41, 9, 5.26309, 0, 0, 0
0.198, 0.41, 9, 5.35676, 0, 0, 0
0.1782, 0.41, 9, 5.4325, 0, 0, 0
0.1584, 0.41, 9, 5.51176, 0, 0, 0
0.1386, 0.41, 9, 5.563, 0, 0, 0
0.1188, 0.41, 9, 5.61715, 0, 0, 0
0.099, 0.41, 9, 5.64826, 0, 0, 0
0.0792, 0.41, 9, 5.67512, 0, 0, 0
0.0594, 0.41, 9, 5.69214, 0, 0, 0
0.0396, 0.41, 9, 5.70134, 0, 0, 0
0.0198, 0.41, 9, 5.70751, 0, 0, 0
0.219134, 0.153806, 9, 3.96409, 0, 0, 0
0.235355, 0.164645, 9, 4.23005, 0, 0, 0
0.246194, 0.180866, 9, 4.33715, 0, 0, 0
0.246194, 0.219134, 9, 4.48402, 0, 0, 0
0.235355, 0.235355, 9, 4.50309, 0, 0, 0
0.219134, 0.246194, 9, 4.25378, 0, 0, 0
0.180866, 0.246194, 9, 4.29907, 0, 0, 0
0.164645, 0.235355, 9, 5.42516, 0, 0, 0
0.153806, 0.219134, 9, 6.70566, 0, 0, 0
0.153806, 0.180866, 9, 6.67131, 0, 0, 0
0.164645, 0.164645, 9, 5.36216, 0, 0, 0
0.180866, 0.153806, 9, 4.14254, 0, 0, 0
0.034267, 0.016664, 9, 5.62408, 0.251178, 0.251013, -0.0090805
0.052131, 0.017965, 9, 5.61344, 0.291984, 0.291706, -0.0127425
0.071765, 0.017624, 9, 5.59744, 0.330384, 0.329731, -0.0207685
0.091593, 0.017364, 9, 5.566, 0.368629, 0.368127, -0.0192307
0.111425, 0.017378, 9, 5.52996, 0.436287, 0.435273, -0.0297224
0.131231, 0.017513, 9, 5.47514, 0.509888, 0.508986, -0.0303067
0.151131, 0.017657, 9, 5.40653, 0.582108, 0.581556, -0.0253543
0.171052, 0.017676, 9, 5.32969, 0.670987, 0.669902, -0.0381542
0.191056, 0.017517, 9, 5.23677, 0.725962, 0.725785, -0.0160508
0.211421, 0.017182, 9, 5.14502, 0.782163, 0.781816, -0.0232943
0.231793, 0.017181, 9, 5.04992, 0.807011, 0.807009, 0.00155305
0.251783, 0.017267, 9, 4.96705, 0.834001, 0.833999, -0.00201168
0.271637, 0.017391, 9, 4.89278, 0.83284, 0.832768, 0.0110004
0.291455, 0.017469, 9, 4.83113, 0.817465, 0.817344, 0.0140963
0.311284, 0.017481, 9, 4.78405, 0.788975, 0.788795, 0.0168493
0.331127, 0.017455, 9, 4.74662, 0.749772, 0.749526, 0.0191964
0.350991, 0.01745, 9, 4.7204, 0.709566, 0.709351, 0.0174629
0.370891, 0.01741, 9, 4.70106, 0.667527, 0.66732, 0.0166031
0.390845, 0.017372, 9, 4.68719, 0.627632, 0.627464, 0.0145467
0.4109, 0.017327, 9, 4.6724, 0.588046, 0.587875, 0.0142166
0.431317, 0.017193, 9, 4.65481, 0.546476, 0.546378, 0.0103737
0.451692, 0.017298, 9, 4.63418, 0.517469, 0.517385, 0.00936017
0.471716, 0.017319, 9, 4.60141, 0.482508, 0.482367, 0.011692
0.491616, 0.017325, 9, 4.55523, 0.442926, 0.44278, 0.0113434
0.511461, 0.01733, 9, 4.50084, 0.405558, 0.405433, 0.0100771
0.531297, 0.017338, 9, 4.43503, 0.367028, 0.366834, 0.0119224
0.551143, 0.017346, 9, 4.35455, 0.323014, 0.32266, 0.0151113
0.57101, 0.017354, 9, 4.26227, 0.273878, 0.273283, 0.0180407
0.590905, 0.017355, 9, 4.16311, 0.221885, 0.221008, 0.019713
0.610853, 0.017346, 9, 4.06273, 0.17103, 0.169853, 0.0200347
0.630904, 0.017315, 9, 3.9668, 0.126272, 0.125049, 0.0175362
0.651322, 0.01719, 9, 3.88182, 0.0961831, 0.0957184, 0.00944348
0.671698, 0.017301, 9, 3.81747, 0.0979065, 0.0978398, -0.00361118
0.691719, 0.017322, 9, 3.77263, 0.126116, 0.125439, -0.0130534
0.711608, 0.017327, 9, 3.73493, 0.164306, 0.163665, -0.0144984
0.731462, 0.017332, 9, 3.69423, 0.195705, 0.195463, -0.00972425
0.7513, 0.017338, 9, 3.64834, 0.214076, 0.214037, -0.00412299
0.771147, 0.017347, 9, 3.60137, 0.223135, 0.223131, -0.00136853
0.791014, 0.017354, 9, 3.55841, 0.230424, 0.230415, -0.00200544
0.810911, 0.017357, 9, 3.52208, 0.241906, 0.24186, -0.00471435
0.830861, 0.017352, 9, 3.49155, 0.259594, 0.259479, -0.00772425
0.850927, 0.017325, 9, 3.46319, 0.281829, 0.281661, -0.00973812
0.87132, 0.017198, 9, 3.43219, 0.304528, 0.304365, -0.00997337
0.891711, 0.017305, 9, 3.39471, 0.32902, 0.328896, -0.00905742
0.911717, 0.017325, 9, 3.34959, 0.3471, 0.347027, -0.00713387
0.931616, 0.017328, 9, 3.29601, 0.359041, 0.35901, -0.00472969
0.951469, 0.017328, 9, 3.23465, 0.365114, 0.365106, -0.00242091
0.971301, 0.017335, 9, 3.16702, 0.366115, 0.366115, -0.000483989
0.991145, 0.017344, 9, 3.0945, 0.362684, 0.362682, 0.00111052
1.01101, 0.017351, 9, 3.01786, 0.354818, 0.354808, 0.00273215
1.0309, 0.017355, 9, 2.93695, 0.341848, 0.341815, 0.00469034
1.05086, 0.017352, 9, 2.85098, 0.322629, 0.322549, 0.00721935
1.07091, 0.017322, 9, 2.75926, 0.296328, 0.296159, 0.00998541
1.09131, 0.017196, 9, 2.66092, 0.261879, 0.26159, 0.0123
1.1117, 0.017306, 9, 2.55995, 0.226719, 0.22625, 0.0145736
1.13171, 0.017322, 9, 2.46201, 0.191549, 0.190981, 0.0147386
1.15161, 0.017327, 9, 2.37198, 0.162261, 0.161792, 0.0123233
1.17147, 0.017329, 9, 2.29585, 0.144943, 0.144763, 0.00723128
1.19131, 0.017334, 9, 2.23811, 0.144303, 0.144303, 0.000177654
1.21115, 0.017345, 9, 2.1995, 0.161842, 0.161676, -0.00733689
1.23101, 0.017352, 9, 2.17621, 0.194487, 0.194023, -0.0134279
1.25091, 0.017357, 9, 2.16106, 0.236005, 0.23541, -0.0167455
1.27086, 0.017349, 9, 2.14612, 0.278936, 0.278421, -0.0169279
1.29091, 0.017319, 9, 2.12491, 0.316824, 0.316488, -0.0145897
1.31132, 0.017195, 9, 2.09349, 0.345004, 0.344837, -0.0107151
1.3317, 0.017303, 9, 2.05122, 0.366752, 0.366687, -0.00688776
1.35172, 0.017322, 9, 2.00045, 0.377517, 0.377499, -0.00366338
1.37161, 0.017326, 9, 1.94288, 0.380572, 0.38057, -0.00107655
1.39147, 0.01733, 9, 1.88005, 0.37804, 0.378039, 0.000868111
1.4113, 0.017334, 9, 1.81321, 0.371037, 0.371029, 0.00243993
1.43115, 0.017341, 9, 1.74293, 0.359977, 0.359955, 0.00396756
1.45101, 0.017352, 9, 1.66918, 0.3446, 0.344553, 0.00571477
1.4709, 0.017356, 9, 1.59161, 0.324144, 0.32405, 0.00780149
1.49085, 0.017352, 9, 1.51005, 0.298252, 0.29808, 0.0101484
1.5109, 0.017322, 9, 1.42511, 0.267387, 0.267113, 0.0121101
1.53131, 0.017198, 9, 1.33784, 0.232256, 0.231893, 0.0129697
1.55169, 0.017307, 9, 1.25409, 0.201394, 0.200983, 0.0128675
1.57171, 0.017324, 9, 1.17934, 0.175563, 0.175236, 0.0107104
1.59162, 0.017327, 9, 1.11694, 0.159067, 0.158923, 0.00677298
1.61146, 0.017333, 9, 1.0691, 0.154656, 0.154646, 0.00176437
1.6313, 0.017339, 9, 1.03566, 0.162893, 0.162858, -0.00341302
1.65115, 0.017346, 9, 1.01413, 0.18212, 0.181951, -0.00785242
1.67101, 0.017353, 9, 1.00025, 0.209044, 0.20876, -0.0108914
1.69091, 0.017355, 9, 0.989161, 0.239583, 0.23927, -0.0122416
1.71085, 0.017347, 9, 0.97648, 0.269837, 0.269569, -0.0120224
1.73091, 0.017318, 9, 0.958909, 0.296547, 0.296358, -0.0105797
1.75131, 0.017192, 9, 0.934317, 0.316857, 0.316749, -0.00826936
1.7717, 0.017304, 9, 0.90212, 0.334285, 0.334235, -0.0058045
1.79173, 0.017322, 9, 0.863418, 0.343367, 0.34335, -0.00343954
1.81162, 0.017326, 9, 0.818618, 0.345737, 0.345736, -0.00107067
1.83146, 0.017331, 9, 0.768086, 0.341978, 0.341976, 0.00125277
1.8513, 0.017335, 9, 0.712129, 0.33215, 0.332131, 0.00358374
1.87115, 0.017342, 9, 0.651026, 0.316427, 0.316371, 0.00595274
1.89101, 0.017352, 9, 0.58526, 0.295254, 0.29514, 0.00819336
1.91091, 0.017355, 9, 0.515775, 0.269459, 0.269269, 0.0101138
1.93086, 0.017349, 9, 0.444286, 0.240827, 0.240561, 0.0113225
1.95092, 0.017321, 9, 0.373196, 0.211782, 0.211478, 0.0113567
1.97132, 0.017196, 9, 0.305148, 0.18433, 0.184057, 0.0100163
1.9917, 0.017306, 9, 0.245195, 0.166071, 0.1659, 0.00753925
2.01173, 0.017327, 9, 0.196456, 0.156112, 0.156059, 0.00404293
2.0316, 0.017342, 9, 0.159426, 0.156329, 0.156329, -0.000107828
2.05145, 0.017346, 9, 0.133284, 0.166757, 0.166701, -0.00432764
2.07119, 0.01735, 9, 0.115879, 0.185799, 0.185637, -0.00777077
2.09079, 0.017312, 9, 0.104075, 0.210689, 0.210435, -0.0103291
2.11017, 0.017122, 9, 0.0939754, 0.236063, 0.235794, -0.0112661
2.12905, 0.016593, 9, 0.0831357, 0.256789, 0.256537, -0.0113753
2.14773, 0.016038, 9, 0.0678481, 0.271897, 0.271763, -0.00853232
2.16604, 0.016085, 9, 0.0493618, 0.294797, 0.294623, -0.0101226
2.18365, 0.017318, 9, 0.0255356, 0.326538, 0.326521, 0.00328089
0.017949, 0.381929, 9, 5.71013, 0.388955, 0.388822, 0.010164
0.017676, 0.360971, 9, 5.72496, 0.633512, 0.633119, 0.0222911
0.01733, 0.341027, 9, 5.75257, 0.842397, 0.84184, 0.0306329
0.017196, 0.321434, 9, 5.79481, 1.0218, 1.02077, 0.0458744
0.01716, 0.302083, 9, 5.8431, 1.16931, 1.16754, 0.064405
0.017081, 0.282755, 9, 5.89293, 1.28218, 1.28052, 0.0652649
0.017125, 0.263393, 9, 5.94873, 1.36773, 1.36714, 0.0400633
0.017208, 0.243979, 9, 6.01378, 1.4354, 1.4354, 0.00471453
0.017328, 0.224465, 9, 6.07001, 1.48363, 1.48362, -0.00604273
0.017443, 0.204968, 9, 6.0889, 1.49803, 1.49803, -0.000422606
0.017454, 0.185463, 9, 6.07036, 1.48378, 1.48377, -0.00740137
0.01743, 0.165864, 9, 6.01961, 1.44364, 1.44364, -0.00208855
0.017408, 0.146304, 9, 5.93864, 1.37078, 1.37078, -0.00180952
0.017304, 0.126779, 9, 5.85356, 1.27599, 1.27582, -0.0210158
0.017108, 0.107281, 9, 5.78147, 1.15793, 1.15753, -0.0304084
0.016853, 0.087765, 9, 5.72099, 1.00945, 1.00901, -0.0295136
0.017125, 0.067905, 9, 5.67501, 0.829617, 0.829143, -0.0280547
0.018334, 0.0476, 9, 5.64678, 0.617986, 0.617498, -0.0245547
0.018271, 0.026852, 9, 5.63204, 0.373834, 0.373686, -0.0105362
2.18563, 0.035656, 9, 0.021506, 0.581937, 0.581935, -0.00155209
2.18603, 0.054591, 9, 0.027, 0.794467, 0.794106, -0.0239432
2.18519, 0.073738, 9, 0.0309217, 0.980228, 0.978943, -0.0501718
2.18451, 0.093093, 9, 0.033759, 1.1401, 1.13638, -0.0919896
2.18412, 0.112217, 9, 0.0337673, 1.27317, 1.26472, -0.146395
2.1842, 0.131829, 9, 0.0302296, 1.39361, 1.37848, -0.204791
2.18437, 0.151539, 9, 0.0267463, 1.50103, 1.47972, -0.25203
2.1844, 0.170943, 9, 0.0242494, 1.58002, 1.55536, -0.278097
2.18439, 0.190396, 9, 0.0228895, 1.61459, 1.589, -0.286311
2.18447, 0.210129, 9, 0.0218014, 1.59515, 1.57072, -0.278132
2.18443, 0.22957, 9, 0.0212537, 1.5245, 1.50272, -0.256769
2.18435, 0.249075, 9, 0.0213568, 1.40771, 1.39004, -0.222302
2.18437, 0.268842, 9, 0.0212425, 1.25648, 1.24383, -0.17785
2.18432, 0.2883, 9, 0.0216423, 1.08822, 1.08031, -0.131007
2.18428, 0.307692, 9, 0.0228201, 0.919975, 0.915953, -0.0859297
2.18445, 0.327326, 9, 0.0239057, 0.769237, 0.76783, -0.0465045
2.18477, 0.346262, 9, 0.0245876, 0.638809, 0.638523, -0.0190924
2.18568, 0.364654, 9, 0.0236633, 0.500866, 0.500842, -0.0049951
2.18473, 0.384647, 9, 0.0237735, 0.306982, 0.306872, -0.00821993
2.16656, 0.39213, 9, 0.0684592, 0.221541, 0.221453, -0.00625193
2.14774, 0.391936, 9, 0.114885, 0.237683, 0.237583, -0.00690935
2.12858, 0.391106, 9, 0.164995, 0.267421, 0.267245, -0.00969872
2.10898, 0.391054, 9, 0.217685, 0.290716, 0.290591, -0.00852504
2.08904, 0.391455, 9, 0.270304, 0.306553, 0.306437, -0.00843321
2.06905, 0.392005, 9, 0.320945, 0.317821, 0.317762, -0.00610828
2.04903, 0.392333, 9, 0.36814, 0.327421, 0.327399, -0.00380192
2.02905, 0.39256, 9, 0.410831, 0.332983, 0.33298, -0.00133877
2.00898, 0.392663, 9, 0.448684, 0.334343, 0.334341, 0.00111628
1.9886, 0.392813, 9, 0.481164, 0.328371, 0.328348, 0.00389853
1.96824, 0.392703, 9, 0.507161, 0.319557, 0.319495, 0.00631225
1.94824, 0.392683, 9, 0.526587, 0.303199, 0.303078, 0.00858238
