x,y,u,v,sqrt
0.86, 0.38, -0.153578, -0.26552, 0.306736
0.88, 0.38, -0.121297, -0.23066, 0.260609
0.9, 0.38, -0.0866552, -0.182489, 0.202018
0.92, 0.38, -0.0546235, -0.128449, 0.139581
0.94, 0.38, -0.0291298, -0.0770741, 0.0823952
0.96, 0.38, -0.0120068, -0.0356111, 0.0375808
0.98, 0.38, -0.00296289, -0.00894353, 0.00942154
1, 0.38, 0, 0, 0
0, 0.4, 0, 0, 0
0.02, 0.4, -0.00279488, 0.0585606, 0.0586273
0.04, 0.4, -0.00931189, 0.0975336, 0.0979772
0.06, 0.4, -0.018461, 0.123761, 0.125131
0.08, 0.4, -0.0291546, 0.143531, 0.146462
0.1, 0.4, -0.0407003, 0.16075, 0.165822
0.12, 0.4, -0.0526873, 0.176892, 0.184572
0.14, 0.4, -0.0648129, 0.191858, 0.20251
0.16, 0.4, -0.0767732, 0.204873, 0.218786
0.18, 0.4, -0.0882324, 0.215042, 0.232439
0.2, 0.4, -0.0988424, 0.221597, 0.242642
0.22, 0.4, -0.108281, 0.224022, 0.248818
0.24, 0.4, -0.116295, 0.222107, 0.250711
0.26, 0.4, -0.122734, 0.21597, 0.248408
0.28, 0.4, -0.127574, 0.206033, 0.242332
0.3, 0.4, -0.130915, 0.192948, 0.233168
0.32, 0.4, -0.132959, 0.17749, 0.221768
0.34, 0.4, -0.133979, 0.160453, 0.209035
0.36, 0.4, -0.134269, 0.14255, 0.195828
0.38, 0.4, -0.134115, 0.124352, 0.182894
0.4, 0.4, -0.133763, 0.106262, 0.170834
0.42, 0.4, -0.133406, 0.0885226, 0.160104
0.44, 0.4, -0.133179, 0.0712397, 0.151036
0.46, 0.4, -0.133169, 0.054422, 0.14386
0.48, 0.4, -0.133421, 0.038014, 0.138731
0.5, 0.4, -0.133953, 0.0219269, 0.135736
0.52, 0.4, -0.134769, 0.0060591, 0.134905
0.54, 0.4, -0.135863, -0.0096915, 0.136209
0.56, 0.4, -0.137238, -0.0254233, 0.139573
0.58, 0.4, -0.138907, -0.0412333, 0.144897
0.6, 0.4, -0.1409, -0.0572247, 0.152077
0.62, 0.4, -0.14328, -0.0735213, 0.161042
0.64, 0.4, -0.146143, -0.0902867, 0.171783
0.66, 0.4, -0.149626, -0.107748, 0.184385
0.68, 0.4, -0.153902, -0.126221, 0.199042
0.7, 0.4, -0.159145, -0.146113, 0.216046
0.72, 0.4, -0.165455, -0.16788, 0.23571
0.74, 0.4, -0.172717, -0.191884, 0.258168
0.76, 0.4, -0.180381, -0.21808, 0.283013
0.78, 0.4, -0.187211, -0.245506, 0.308741
0.8, 0.4, -0.191131, -0.271671, 0.332169
0.82, 0.4, -0.189389, -0.292176, 0.348188
0.84, 0.4, -0.179266, -0.301111, 0.350434
0.86, 0.4, -0.159287, -0.29271, 0.333244
0.88, 0.4, -0.130421, -0.263982, 0.294442
0.9, 0.4, -0.0964023, -0.216954, 0.237408
0.92, 0.4, -0.0626651, -0.158858, 0.170772
0.94, 0.4, -0.0343354, -0.0998156, 0.105556
0.96, 0.4, -0.014499, -0.0494846, 0.051565
0.98, 0.4, -0.0036557, -0.0148388, 0.0152824
1, 0.4, 0, 0, 0
0, 0.42, 0, 0, 0
0.02, 0.42, -0.00237336, 0.0632182, 0.0632627
0.04, 0.42, -0.00817186, 0.10544, 0.105756
0.06, 0.42, -0.0165314, 0.133672, 0.13469
0.08, 0.42, -0.0264222, 0.154551, 0.156794
0.1, 0.42, -0.0371125, 0.172334, 0.176285
0.12, 0.42, -0.0481416, 0.188691, 0.194735
0.14, 0.42, -0.059181, 0.203573, 0.212001
0.16, 0.42, -0.0699268, 0.21619, 0.227218
0.18, 0.42, -0.0800634, 0.225627, 0.239411
0.2, 0.42, -0.0892785, 0.231132, 0.247776
0.22, 0.42, -0.0972996, 0.232243, 0.251802
0.24, 0.42, -0.103933, 0.228843, 0.251339
0.26, 0.42, -0.109091, 0.221169, 0.24661
0.28, 0.42, -0.112808, 0.209763, 0.238173
0.3, 0.42, -0.115228, 0.195384, 0.226831
0.32, 0.42, -0.116576, 0.178883, 0.213516
0.34, 0.42, -0.117126, 0.161086, 0.199166
0.36, 0.42, -0.117154, 0.142702, 0.184632
0.38, 0.42, -0.116913, 0.124269, 0.170621
0.4, 0.42, -0.116606, 0.106142, 0.15768
0.42, 0.42, -0.116386, 0.0885067, 0.146216
0.44, 0.42, -0.116349, 0.0714195, 0.136521
0.46, 0.42, -0.116549, 0.0548467, 0.128809
0.48, 0.42, -0.117006, 0.0387028, 0.123241
0.5, 0.42, -0.11772, 0.0228806, 0.119923
0.52, 0.42, -0.118678, 0.0072698, 0.1189
0.54, 0.42, -0.119866, -0.00823182, 0.120148
0.56, 0.42, -0.121272, -0.0237156, 0.123569
0.58, 0.42, -0.122896, -0.0392642, 0.129015
0.6, 0.42, -0.124751, -0.054959, 0.13632
0.62, 0.42, -0.126876, -0.0708928, 0.145339
0.64, 0.42, -0.129345, -0.0871886, 0.155987
0.66, 0.42, -0.132276, -0.104027, 0.168282
0.68, 0.42, -0.135842, -0.121682, 0.182372
0.7, 0.42, -0.140262, -0.140553, 0.198566
0.72, 0.42, -0.145767, -0.161175, 0.217314
0.74, 0.42, -0.152492, -0.184151, 0.239093
0.76, 0.42, -0.160287, -0.20993, 0.264126
0.78, 0.42, -0.168429, -0.238332, 0.29184
0.8, 0.42, -0.175313, -0.267807, 0.320086
0.82, 0.42, -0.178336, -0.294644, 0.344411
0.84, 0.42, -0.174296, -0.312727, 0.358018
0.86, 0.42, -0.160506, -0.314643, 0.353217
0.88, 0.42, -0.136371, -0.294511, 0.324552
0.9, 0.42, -0.104475, -0.251451, 0.272292
0.92, 0.42, -0.070173, -0.191374, 0.203834
0.94, 0.42, -0.0395714, -0.12539, 0.131486
0.96, 0.42, -0.0171347, -0.0657262, 0.067923
0.98, 0.42, -0.00441503, -0.022002, 0.0224406
1, 0.42, 0, 0, 0
0, 0.44, 0, 0, 0
0.02, 0.44, -0.0018805, 0.0672129, 0.0672392
0.04, 0.44, -0.00681119, 0.11248, 0.112686
0.06, 0.44, -0.0142011, 0.142696, 0.143401
0.08, 0.44, -0.0231142, 0.164667, 0.166281
0.1, 0.44, -0.0327933, 0.182943, 0.185859
0.12, 0.44, -0.0427314, 0.199405, 0.203932
0.14, 0.44, -0.0525785, 0.214086, 0.220448
0.16, 0.44, -0.0620389, 0.226205, 0.234558
0.18, 0.44, -0.0708272, 0.234845, 0.245293
0.2, 0.44, -0.0786759, 0.239283, 0.251885
0.22, 0.44, -0.0853671, 0.239119, 0.253901
0.24, 0.44, -0.0907652, 0.234334, 0.251298
0.26, 0.44, -0.0948388, 0.225276, 0.244425
0.28, 0.44, -0.0976642, 0.212599, 0.233958
0.3, 0.44, -0.0994099, 0.197146, 0.220791
0.32, 0.44, -0.100306, 0.179821, 0.205905
0.34, 0.44, -0.100609, 0.161466, 0.190246
0.36, 0.44, -0.100564, 0.142772, 0.174634
0.38, 0.44, -0.100383, 0.124236, 0.159723
0.4, 0.44, -0.10023, 0.106162, 0.146002
0.42, 0.44, -0.100216, 0.0886852, 0.133822
0.44, 0.44, -0.100408, 0.0718159, 0.123447
0.46, 0.44, -0.100835, 0.0554864, 0.115093
0.48, 0.44, -0.101503, 0.0395882, 0.10895
0.5, 0.44, -0.102399, 0.0240004, 0.105174
0.52, 0.44, -0.103507, 0.00860736, 0.103865
0.54, 0.44, -0.104808, -0.00669258, 0.105021
0.56, 0.44, -0.106284, -0.0219853, 0.108534
0.58, 0.44, -0.107925, -0.0373431, 0.114203
0.6, 0.44, -0.109734, -0.0528309, 0.121789
0.62, 0.44, -0.111727, -0.0685161, 0.131063
0.64, 0.44, -0.113951, -0.0844845, 0.141853
0.66, 0.44, -0.11649, -0.100866, 0.154091
0.68, 0.44, -0.11949, -0.117874, 0.167846
0.7, 0.44, -0.123161, -0.135851, 0.183369
0.72, 0.44, -0.127777, -0.155321, 0.201126
0.74, 0.44, -0.133622, -0.176992, 0.221768
0.76, 0.44, -0.140842, -0.201643, 0.24596
0.78, 0.44, -0.149187, -0.229759, 0.273945
0.8, 0.44, -0.157625, -0.260795, 0.304729
0.82, 0.44, -0.16401, -0.29213, 0.335021
0.84, 0.44, -0.16511, -0.318166, 0.358456
0.86, 0.44, -0.157422, -0.330601, 0.366167
0.88, 0.44, -0.138827, -0.320892, 0.349635
0.9, 0.44, -0.110368, -0.28459, 0.305242
0.92, 0.44, -0.0767275, -0.225052, 0.237772
0.94, 0.44, -0.044602, -0.153412, 0.159764
0.96, 0.44, -0.0198241, -0.0843103, 0.0866096
0.98, 0.44, -0.00522208, -0.0305096, 0.0309533
1, 0.44, 0, 0, 0
0, 0.46, 0, 0, 0
0.02, 0.46, -0.00133648, 0.0704399, 0.0704526
0.04, 0.46, -0.00527831, 0.118492, 0.11861
0.06, 0.46, -0.0115433, 0.150662, 0.151103
0.08, 0.46, -0.0193271, 0.173723, 0.174795
0.1, 0.46, -0.0278654, 0.192445, 0.194452
0.12, 0.46, -0.0366102, 0.20893, 0.212114
0.14, 0.46, -0.0451934, 0.223327, 0.227854
0.16, 0.46, -0.0533337, 0.234889, 0.240867
0.18, 0.46, -0.0607824, 0.242716, 0.250211
0.2, 0.46, -0.0673223, 0.246121, 0.255163
0.22, 0.46, -0.0727909, 0.244776, 0.255369
0.24, 0.46, -0.0771059, 0.238751, 0.250893
0.26, 0.46, -0.0802798, 0.228498, 0.242191
0.28, 0.46, -0.0824163, 0.214761, 0.230032
0.3, 0.46, -0.0836909, 0.198451, 0.215377
0.32, 0.46, -0.0843213, 0.180505, 0.199229
0.34, 0.46, -0.0845337, 0.161764, 0.18252
0.36, 0.46, -0.0845356, 0.142893, 0.166026
0.38, 0.46, -0.084497, 0.124347, 0.15034
0.4, 0.46, -0.0845423, 0.106381, 0.135884
0.42, 0.46, -0.0847512, 0.0890859, 0.12296
0.44, 0.46, -0.0851662, 0.0724351, 0.111804
0.46, 0.46, -0.0858018, 0.0563345, 0.102643
0.48, 0.46, -0.0866546, 0.0406587, 0.0957191
0.5, 0.46, -0.087711, 0.0252777, 0.0912808
0.52, 0.46, -0.0889533, 0.0100729, 0.0895218
0.54, 0.46, -0.0903632, -0.00505687, 0.0905046
0.56, 0.46, -0.0919242, -0.0201941, 0.0941162
0.58, 0.46, -0.0936231, -0.0354049, 0.100094
0.6, 0.46, -0.0954525, -0.0507437, 0.108102
0.62, 0.46, -0.0974152, -0.0662605, 0.117814
0.64, 0.46, -0.099532, -0.0820127, 0.128968
0.66, 0.46, -0.101855, -0.098086, 0.141405
0.68, 0.46, -0.104485, -0.114629, 0.155103
0.7, 0.46, -0.107596, -0.131908, 0.170225
0.72, 0.46, -0.111448, -0.150375, 0.187172
0.74, 0.46, -0.116375, -0.170732, 0.206622
0.76, 0.46, -0.122704, -0.19392, 0.22948
0.78, 0.46, -0.130546, -0.220899, 0.25659
0.8, 0.46, -0.139427, -0.252036, 0.288032
0.82, 0.46, -0.147816, -0.285975, 0.321918
0.84, 0.46, -0.152829, -0.318228, 0.353024
0.86, 0.46, -0.150617, -0.340489, 0.372315
0.88, 0.46, -0.137822, -0.342192, 0.368904
0.9, 0.46, -0.11378, -0.315085, 0.335
0.92, 0.46, -0.0819775, -0.258837, 0.271508
0.94, 0.46, -0.0491924, -0.183331, 0.189816
0.96, 0.46, -0.0224657, -0.105102, 0.107476
0.98, 0.46, -0.0060529, -0.0403961, 0.0408471
1, 0.46, 0, 0, 0
0, 0.48, 0, 0, 0
0.02, 0.48, -0.000762758, 0.0728227, 0.0728267
0.04, 0.48, -0.00362651, 0.123345, 0.123398
0.06, 0.48, -0.00863974, 0.157423, 0.15766
0.08, 0.48, -0.0151668, 0.18159, 0.182222
0.1, 0.48, -0.0224596, 0.20074, 0.201992
0.12, 0.48, -0.0299366, 0.217197, 0.21925
0.14, 0.48, -0.0372136, 0.231258, 0.234233
0.16, 0.48, -0.0440264, 0.242241, 0.246209
0.18, 0.48, -0.0501673, 0.249282, 0.254279
0.2, 0.48, -0.0554706, 0.251736, 0.257775
0.22, 0.48, -0.0598268, 0.249342, 0.256419
0.24, 0.48, -0.0631997, 0.242256, 0.250364
0.26, 0.48, -0.0656332, 0.231013, 0.240156
0.28, 0.48, -0.0672438, 0.216431, 0.226637
0.3, 0.48, -0.0681995, 0.199468, 0.210805
0.32, 0.48, -0.0686928, 0.181077, 0.193669
0.34, 0.48, -0.0689132, 0.162089, 0.17613
0.36, 0.48, -0.0690264, 0.143138, 0.158913
0.38, 0.48, -0.0691618, 0.124641, 0.142544
0.4, 0.48, -0.0694096, 0.106809, 0.127381
0.42, 0.48, -0.0698241, 0.0896979, 0.113671
0.44, 0.48, -0.0704313, 0.0732527, 0.10162
0.46, 0.48, -0.0712375, 0.05736, 0.0914601
0.48, 0.48, -0.0722372, 0.041883, 0.0835009
0.5, 0.48, -0.0734188, 0.0266867, 0.0781185
0.52, 0.48, -0.0747689, 0.0116505, 0.0756711
0.54, 0.48, -0.0762735, -0.00332628, 0.076346
0.56, 0.48, -0.0779194, -0.0183248, 0.0800451
0.58, 0.48, -0.0796941, -0.0334085, 0.0864134
0.6, 0.48, -0.0815868, -0.0486272, 0.094979
0.62, 0.48, -0.0835907, -0.0640211, 0.105291
0.64, 0.48, -0.0857088, -0.0796289, 0.11699
0.66, 0.48, -0.0879642, -0.0955027, 0.12984
0.68, 0.48, -0.0904174, -0.111737, 0.143737
0.7, 0.48, -0.0931909, -0.128516, 0.158748
0.72, 0.48, -0.0964976, -0.146196, 0.175171
0.74, 0.48, -0.100658, -0.165396, 0.193617
0.76, 0.48, -0.106071, -0.187077, 0.215055
0.78, 0.48, -0.113082, -0.21247, 0.240689
0.8, 0.48, -0.12167, -0.242654, 0.271449
0.82, 0.48, -0.130943, -0.277509, 0.306851
0.84, 0.48, -0.138611, -0.314032, 0.343262
0.86, 0.48, -0.140917, -0.344739, 0.372428
0.88, 0.48, -0.133692, -0.35796, 0.382112
0.9, 0.48, -0.114645, -0.341897, 0.360606
0.92, 0.48, -0.0856853, -0.291665, 0.303991
0.94, 0.48, -0.053138, -0.214479, 0.220964
0.96, 0.48, -0.0249567, -0.127864, 0.130277
0.98, 0.48, -0.00688031, -0.0516487, 0.052105
1, 0.48, 0, 0, 0
0, 0.5, 0, 0, 0
0.02, 0.5, -0.0001808, 0.0743155, 0.0743157
0.04, 0.5, -0.00191124, 0.126938, 0.126952
0.06, 0.5, -0.00557634, 0.162859, 0.162955
0.08, 0.5, -0.010744, 0.188159, 0.188466
0.1, 0.5, -0.0167094, 0.207748, 0.208418
0.12, 0.5, -0.0228675, 0.224157, 0.22532
0.14, 0.5, -0.0288191, 0.237865, 0.239604
0.16, 0.5, -0.0343166, 0.248284, 0.250644
0.18, 0.5, -0.0391935, 0.2546, 0.257599
0.2, 0.5, -0.0433348, 0.256218, 0.259857
0.22, 0.5, -0.0466794, 0.252937, 0.257208
0.24, 0.5, -0.0492285, 0.244984, 0.249881
0.26, 0.5, -0.0510466, 0.232963, 0.23849
0.28, 0.5, -0.0522506, 0.217743, 0.223924
0.3, 0.5, -0.0529902, 0.20031, 0.207201
0.32, 0.5, -0.053425, 0.181623, 0.189318
0.34, 0.5, -0.0537039, 0.162497, 0.171141
0.36, 0.5, -0.0539509, 0.143535, 0.15334
0.38, 0.5, -0.0542586, 0.125119, 0.136377
0.4, 0.5, -0.054688, 0.107428, 0.120547
0.42, 0.5, -0.0552743, 0.0904899, 0.106036
0.44, 0.5, -0.0560328, 0.0742299, 0.0930041
0.46, 0.5, -0.0569666, 0.0585222, 0.0816703
0.48, 0.5, -0.0580723, 0.0432234, 0.0723923
0.5, 0.5, -0.0593432, 0.0281954, 0.0657009
0.52, 0.5, -0.0607723, 0.0133171, 0.0622143
0.54, 0.5, -0.0623519, -0.00151261, 0.0623702
0.56, 0.5, -0.0640739, -0.0163749, 0.0661333
0.58, 0.5, -0.0659292, -0.0313337, 0.0729963
0.6, 0.5, -0.067907, -0.0464381, 0.082267
0.62, 0.5, -0.0699964, -0.061725, 0.0933245
0.64, 0.5, -0.0721893, -0.0772234, 0.105711
0.66, 0.5, -0.0744883, -0.0929638, 0.119125
0.68, 0.5, -0.0769204, -0.108999, 0.133407
0.7, 0.5, -0.0795601, -0.125444, 0.148546
0.72, 0.5, -0.0825613, -0.142552, 0.164735
0.74, 0.5, -0.0861916, -0.160825, 0.182466
0.76, 0.5, -0.0908454, -0.181142, 0.202646
0.78, 0.5, -0.0969804, -0.204824, 0.226623
0.8, 0.5, -0.104894, -0.233418, 0.255903
0.82, 0.5, -0.114259, -0.267865, 0.291216
0.84, 0.5, -0.123477, -0.306774, 0.330692
0.86, 0.5, -0.129226, -0.344139, 0.367601
0.88, 0.5, -0.126985, -0.368207, 0.389489
0.9, 0.5, -0.113107, -0.364308, 0.381463
0.92, 0.5, -0.0877503, -0.32257, 0.334292
0.94, 0.5, -0.0562893, -0.24613, 0.252484
0.96, 0.5, -0.0272058, -0.152271, 0.154682
0.98, 0.5, -0.00767679, -0.0642076, 0.0646649
1, 0.5, 0, 0, 0
0, 0.52, 0, 0, 0
0.02, 0.52, 0.000388957, 0.0749034, 0.0749044
0.04, 0.52, -0.000187704, 0.129207, 0.129208
0.06, 0.52, -0.0024408, 0.166879, 0.166897
0.08, 0.52, -0.00617105, 0.193347, 0.193446
0.1, 0.52, -0.0107473, 0.213413, 0.213683
0.12, 0.52, -0.0155544, 0.229787, 0.230313
0.14, 0.52, -0.020178, 0.243153, 0.243989
0.16, 0.52, -0.0243843, 0.25305, 0.254222
0.18, 0.52, -0.0280448, 0.25873, 0.260246
0.2, 0.52, -0.031092, 0.25965, 0.261505
0.22, 0.52, -0.0335078, 0.255659, 0.257846
0.24, 0.52, -0.0353229, 0.247042, 0.249554
0.26, 0.52, -0.036613, 0.234449, 0.237291
0.28, 0.52, -0.0374867, 0.218784, 0.221972
0.3, 0.52, -0.0380686, 0.201046, 0.204618
0.32, 0.52, -0.0384814, 0.182189, 0.186208
0.34, 0.52, -0.038833, 0.163007, 0.167569
0.36, 0.52, -0.0392078, 0.144081, 0.14932
0.38, 0.52, -0.0396654, 0.125762, 0.131869
0.4, 0.52, -0.040243, 0.108206, 0.115447
0.42, 0.52, -0.0409611, 0.0914225, 0.100179
0.44, 0.52, -0.0418291, 0.075325, 0.0861599
0.46, 0.52, -0.04285, 0.0597807, 0.0735517
0.48, 0.52, -0.0440247, 0.044643, 0.062699
0.5, 0.52, -0.0453531, 0.0297729, 0.0542525
0.52, 0.52, -0.0468353, 0.0150486, 0.0491935
0.54, 0.52, -0.0484705, 0.000368512, 0.0484719
0.56, 0.52, -0.0502567, -0.0143502, 0.0522654
0.58, 0.52, -0.0521893, -0.0291737, 0.0597899
0.6, 0.52, -0.0542603, -0.0441536, 0.0699551
0.62, 0.52, -0.0564583, -0.0593279, 0.0818983
0.64, 0.52, -0.0587703, -0.0747228, 0.0950655
0.66, 0.52, -0.0611867, -0.0903574, 0.109125
0.68, 0.52, -0.0637109, -0.106257, 0.123893
0.7, 0.52, -0.0663787, -0.122483, 0.139313
0.72, 0.52, -0.0692879, -0.139199, 0.15549
0.74, 0.52, -0.0726392, -0.156778, 0.172789
0.76, 0.52, -0.0767745, -0.175963, 0.191983
0.78, 0.52, -0.0821714, -0.198025, 0.214397
0.8, 0.52, -0.0893104, -0.224747, 0.241842
0.82, 0.52, -0.0983008, -0.257874, 0.275974
0.84, 0.52, -0.108217, -0.297549, 0.316618
0.86, 0.52, -0.116384, -0.339646, 0.359033
0.88, 0.52, -0.118344, -0.373299, 0.391609
0.9, 0.52, -0.109478, -0.381947, 0.397327
0.92, 0.52, -0.0882076, -0.350754, 0.361675
0.94, 0.52, -0.0585679, -0.277561, 0.283673
0.96, 0.52, -0.029144, -0.177943, 0.180313
0.98, 0.52, -0.00841769, -0.0779711, 0.0784242
1, 0.52, 0, 0, 0
0, 0.54, 0, 0, 0
0.02, 0.54, 0.000927956, 0.074602, 0.0746077
0.04, 0.54, 0.00149112, 0.130126, 0.130135
0.06, 0.54, 0.000680153, 0.169418, 0.16942
0.08, 0.54, -0.00155954, 0.19709, 0.197096
0.1, 0.54, -0.00470271, 0.217695, 0.217745
0.12, 0.54, -0.00814075, 0.234077, 0.234218
0.14, 0.54, -0.0114452, 0.247138, 0.247403
0.16, 0.54, -0.01439, 0.256576, 0.256979
0.18, 0.54, -0.0168793, 0.261727, 0.262271
0.2, 0.54, -0.018888, 0.262097, 0.262777
0.22, 0.54, -0.0204351, 0.257581, 0.258391
0.24, 0.54, -0.0215746, 0.248499, 0.249434
0.26, 0.54, -0.022387, 0.235534, 0.236595
0.28, 0.54, -0.0229673, 0.219602, 0.220799
0.3, 0.54, -0.0234116, 0.201704, 0.203058
0.32, 0.54, -0.0238055, 0.182782, 0.184326
0.34, 0.54, -0.0242168, 0.163613, 0.165395
0.36, 0.54, -0.0246938, 0.144753, 0.146844
0.38, 0.54, -0.0252672, 0.126537, 0.129035
0.4, 0.54, -0.0259544, 0.109105, 0.112149
0.42, 0.54, -0.0267648, 0.0924558, 0.0962519
0.44, 0.54, -0.0277041, 0.0764992, 0.0813612
0.46, 0.54, -0.0287774, 0.0610998, 0.0675376
0.48, 0.54, -0.0299908, 0.0461106, 0.0550058
0.5, 0.54, -0.0313509, 0.0313927, 0.0443664
0.52, 0.54, -0.0328649, 0.0168241, 0.0369209
0.54, 0.54, -0.0345392, 0.00230176, 0.0346158
0.56, 0.54, -0.0363778, -0.0122596, 0.038388
0.58, 0.54, -0.0383812, -0.0269299, 0.0468864
0.6, 0.54, -0.0405455, -0.0417648, 0.0582086
0.62, 0.54, -0.0428618, -0.0568064, 0.0711625
0.64, 0.54, -0.0453166, -0.0720829, 0.0851442
0.66, 0.54, -0.0478948, -0.0876095, 0.0998466
0.68, 0.54, -0.0505861, -0.103396, 0.115107
0.7, 0.54, -0.053399, -0.119468, 0.130859
0.72, 0.54, -0.0563858, -0.135917, 0.147149
0.74, 0.54, -0.0596822, -0.152999, 0.164228
0.76, 0.54, -0.063557, -0.1713, 0.182711
0.78, 0.54, -0.0684461, -0.191953, 0.203791
0.8, 0.54, -0.0749005, -0.216784, 0.229359
0.82, 0.54, -0.0833231, -0.24806, 0.26168
0.84, 0.54, -0.0933685, -0.287239, 0.302033
0.86, 0.54, -0.103086, -0.332226, 0.347851
0.88, 0.54, -0.10841, -0.373835, 0.389237
0.9, 0.54, -0.104165, -0.394747, 0.408259
0.92, 0.54, -0.0872056, -0.375631, 0.38562
0.94, 0.54, -0.0599702, -0.308115, 0.313897
0.96, 0.54, -0.0307327, -0.204474, 0.206771
0.98, 0.54, -0.00908436, -0.0928064, 0.0932499
1, 0.54, 0, 0, 0
0, 0.56, 0, 0, 0
0.02, 0.56, 0.00142012, 0.0734547, 0.0734685
0.04, 0.56, 0.00307615, 0.129704, 0.129741
0.06, 0.56, 0.00370273, 0.170445, 0.170485
0.08, 0.56, 0.00298115, 0.199343, 0.199365
0.1, 0.56, 0.00129907, 0.220568, 0.220572
0.12, 0.56, -0.00076232, 0.237027, 0.237028
0.14, 0.56, -0.00276277, 0.249844, 0.24986
0.16, 0.56, -0.00447705, 0.2589, 0.258939
0.18, 0.56, -0.00583394, 0.263636, 0.2637
0.2, 0.56, -0.00684404, 0.26361, 0.263698
0.22, 0.56, -0.00755857, 0.258749, 0.258859
0.24, 0.56, -0.00805018, 0.249395, 0.249525
0.26, 0.56, -0.0084006, 0.236242, 0.236392
0.28, 0.56, -0.00868925, 0.220207, 0.220378
0.3, 0.56, -0.00898374, 0.20228, 0.202479
0.32, 0.56, -0.00933403, 0.183386, 0.183624
0.34, 0.56, -0.00977147, 0.164285, 0.164575
0.36, 0.56, -0.0103117, 0.145517, 0.145882
0.38, 0.56, -0.0109598, 0.127405, 0.127876
0.4, 0.56, -0.0117164, 0.110085, 0.110707
0.42, 0.56, -0.0125818, 0.093553, 0.0943953
0.44, 0.56, -0.0135596, 0.0777191, 0.0788931
0.46, 0.56, -0.0146569, 0.0624503, 0.0641472
0.48, 0.56, -0.015885, 0.0476013, 0.0501819
0.5, 0.56, -0.017257, 0.0330343, 0.0372702
0.52, 0.56, -0.0187868, 0.0186269, 0.0264557
0.54, 0.56, -0.020487, 0.00427405, 0.0209281
0.56, 0.56, -0.0223678, -0.0101125, 0.0245476
0.58, 0.56, -0.0244351, -0.024607, 0.0346782
0.6, 0.56, -0.0266897, -0.0392704, 0.0474816
0.62, 0.56, -0.0291267, -0.0541503, 0.0614868
0.64, 0.56, -0.0317354, -0.0692796, 0.0762023
0.66, 0.56, -0.0345003, -0.0846751, 0.0914338
0.68, 0.56, -0.0374051, -0.10034, 0.107086
0.7, 0.56, -0.0404423, -0.116279, 0.123111
0.72, 0.56, -0.0436316, -0.132531, 0.139529
0.74, 0.56, -0.0470545, -0.149257, 0.156498
0.76, 0.56, -0.0509047, -0.166891, 0.174482
0.78, 0.56, -0.0555444, -0.186385, 0.194485
0.8, 0.56, -0.0615134, -0.209471, 0.218316
0.82, 0.56, -0.069376, -0.238677, 0.248555
0.84, 0.56, -0.0792344, -0.276474, 0.287604
0.86, 0.56, -0.089845, -0.322739, 0.335012
0.88, 0.56, -0.0977489, -0.370519, 0.383196
0.9, 0.56, -0.0976064, -0.402878, 0.414533
0.92, 0.56, -0.0849702, -0.396824, 0.405819
0.94, 0.56, -0.0605606, -0.337229, 0.342624
0.96, 0.56, -0.031968, -0.231471, 0.233668
0.98, 0.56, -0.00966662, -0.108564, 0.108993
1, 0.56, 0, 0, 0
0, 0.58, 0, 0, 0
0.02, 0.58, 0.00185222, 0.0715305, 0.0715545
0.04, 0.58, 0.00452343, 0.127988, 0.128068
0.06, 0.58, 0.00654768, 0.169959, 0.170085
0.08, 0.58, 0.00734488, 0.200084, 0.200219
0.1, 0.58, 0.00713645, 0.222018, 0.222132
0.12, 0.58, 0.00645181, 0.238645, 0.238732
0.14, 0.58, 0.00573734, 0.251296, 0.251361
0.16, 0.58, 0.00522454, 0.260056, 0.260108
0.18, 0.58, 0.00496993, 0.26449, 0.264536
0.2, 0.58, 0.00493452, 0.264214, 0.26426
0.22, 0.58, 0.00503973, 0.259179, 0.259228
0.24, 0.58, 0.00519698, 0.249734, 0.249788
0.26, 0.58, 0.00532416, 0.236567, 0.236627
0.28, 0.58, 0.00535639, 0.22058, 0.220645
0.3, 0.58, 0.00525191, 0.202743, 0.202811
0.32, 0.58, 0.00499259, 0.183962, 0.18403
0.34, 0.58, 0.00457965, 0.16498, 0.165043
0.36, 0.58, 0.00402637, 0.146328, 0.146383
0.38, 0.58, 0.00335004, 0.128325, 0.128369
0.4, 0.58, 0.00256533, 0.111109, 0.111139
0.42, 0.58, 0.00167989, 0.094681, 0.0946959
0.44, 0.58, 0.000692726, 0.0789567, 0.0789598
0.46, 0.58, -0.00040525, 0.0638088, 0.0638101
0.48, 0.58, -0.00162927, 0.049096, 0.049123
0.5, 0.58, -0.00299811, 0.034682, 0.0348113
0.52, 0.58, -0.00453151, 0.020444, 0.0209402
0.54, 0.58, -0.00624799, 0.00627511, 0.00885519
0.56, 0.58, -0.00816309, -0.00791673, 0.0113715
0.58, 0.58, -0.0102881, -0.0222103, 0.0244774
0.6, 0.58, -0.0126293, -0.0366721, 0.0387859
0.62, 0.58, -0.0151867, -0.051356, 0.0535544
0.64, 0.58, -0.0179542, -0.0663007, 0.0686887
0.66, 0.58, -0.0209196, -0.0815279, 0.084169
0.68, 0.58, -0.0240666, -0.0970409, 0.0999807
0.7, 0.58, -0.0273801, -0.112833, 0.116107
0.72, 0.58, -0.0308601, -0.128911, 0.132553
0.74, 0.58, -0.0345477, -0.145362, 0.149411
0.76, 0.58, -0.038571, -0.162492, 0.167007
