x,y,u,v,sqrt
0.9, 0.18, -0.00628493, 0.00347935, 0.00718375
0.92, 0.18, -0.00270559, 0.00922843, 0.00961687
0.94, 0.18, -0.000818131, 0.0121944, 0.0122219
0.96, 0.18, -0.00010283, 0.0119792, 0.0119797
0.98, 0.18, -1.12722e-05, 0.00810138, 0.00810139
1, 0.18, 0, 0, 0
0, 0.2, 0, 0, 0
0.02, 0.2, -0.00173432, 0.00767836, 0.00787179
0.04, 0.2, -0.00581168, 0.0150688, 0.0161506
0.06, 0.2, -0.0116909, 0.0220626, 0.0249687
0.08, 0.2, -0.0189573, 0.0289078, 0.0345693
0.1, 0.2, -0.0274371, 0.0358714, 0.0451614
0.12, 0.2, -0.0371, 0.0430871, 0.0568586
0.14, 0.2, -0.0479587, 0.0505332, 0.0696681
0.16, 0.2, -0.0600035, 0.0580668, 0.0834995
0.18, 0.2, -0.0731706, 0.0654611, 0.0981788
0.2, 0.2, -0.0873312, 0.0724353, 0.113462
0.22, 0.2, -0.102296, 0.0786789, 0.129054
0.24, 0.2, -0.117828, 0.0838777, 0.144633
0.26, 0.2, -0.133654, 0.0877407, 0.159881
0.28, 0.2, -0.149492, 0.0900231, 0.174505
0.3, 0.2, -0.165055, 0.090542, 0.188258
0.32, 0.2, -0.180078, 0.0891846, 0.200953
0.34, 0.2, -0.194319, 0.0859088, 0.212462
0.36, 0.2, -0.207571, 0.080738, 0.22272
0.38, 0.2, -0.219667, 0.0737538, 0.231718
0.4, 0.2, -0.230483, 0.0650848, 0.239496
0.42, 0.2, -0.239936, 0.0548956, 0.246136
0.44, 0.2, -0.247979, 0.0433753, 0.251743
0.46, 0.2, -0.254589, 0.0307271, 0.256436
0.48, 0.2, -0.259756, 0.0171619, 0.260323
0.5, 0.2, -0.263467, 0.00289553, 0.263483
0.52, 0.2, -0.265684, -0.0118483, 0.265948
0.54, 0.2, -0.266335, -0.0268297, 0.267683
0.56, 0.2, -0.2653, -0.0417801, 0.26857
0.58, 0.2, -0.262407, -0.0563868, 0.268397
0.6, 0.2, -0.257434, -0.0702769, 0.266854
0.62, 0.2, -0.250129, -0.0830073, 0.263542
0.64, 0.2, -0.240241, -0.0940644, 0.258
0.66, 0.2, -0.227572, -0.102882, 0.249748
0.68, 0.2, -0.21204, -0.108883, 0.238362
0.7, 0.2, -0.193745, -0.11155, 0.223564
0.72, 0.2, -0.173034, -0.110511, 0.205313
0.74, 0.2, -0.150519, -0.105635, 0.183888
0.76, 0.2, -0.127056, -0.0971004, 0.159911
0.78, 0.2, -0.10366, -0.0854249, 0.134323
0.8, 0.2, -0.0813802, -0.0714219, 0.108277
0.82, 0.2, -0.0611565, -0.0561035, 0.0829923
0.84, 0.2, -0.0436972, -0.040548, 0.0596119
0.86, 0.2, -0.0294079, -0.0257725, 0.039103
0.88, 0.2, -0.0183807, -0.0126439, 0.0223096
0.9, 0.2, -0.0104346, -0.00184765, 0.0105969
0.92, 0.2, -0.0051851, 0.00608517, 0.00799466
0.94, 0.2, -0.00211709, 0.0107094, 0.0109166
0.96, 0.2, -0.000644208, 0.0115822, 0.0116001
0.98, 0.2, -0.000147763, 0.00819991, 0.00820124
1, 0.2, 0, 0, 0
0, 0.22, 0, 0, 0
0.02, 0.22, -0.0021488, 0.0111043, 0.0113103
0.04, 0.22, -0.00704016, 0.0208169, 0.0219752
0.06, 0.22, -0.0139462, 0.0294365, 0.0325731
0.08, 0.22, -0.0223327, 0.0375794, 0.0437146
0.1, 0.22, -0.0319768, 0.0457453, 0.0558135
0.12, 0.22, -0.0428287, 0.0541634, 0.0690505
0.14, 0.22, -0.0548847, 0.0628132, 0.0834136
0.16, 0.22, -0.0681114, 0.0715025, 0.0987511
0.18, 0.22, -0.0824129, 0.0799382, 0.114813
0.2, 0.22, -0.0976244, 0.0877732, 0.131281
0.22, 0.22, -0.11352, 0.094642, 0.147797
0.24, 0.22, -0.12983, 0.100192, 0.163994
0.26, 0.22, -0.146255, 0.104112, 0.179527
0.28, 0.22, -0.16249, 0.106156, 0.194093
0.3, 0.22, -0.17824, 0.106153, 0.207456
0.32, 0.22, -0.193234, 0.104018, 0.219452
0.34, 0.22, -0.20724, 0.0997467, 0.229996
0.36, 0.22, -0.220077, 0.0934082, 0.23908
0.38, 0.22, -0.231618, 0.0851351, 0.246769
0.4, 0.22, -0.241795, 0.0751073, 0.253191
0.42, 0.22, -0.250594, 0.0635346, 0.258523
0.44, 0.22, -0.258046, 0.0506402, 0.262968
0.46, 0.22, -0.26421, 0.0366461, 0.266739
0.48, 0.22, -0.269154, 0.0217637, 0.270032
0.5, 0.22, -0.272935, 0.0061908, 0.273006
0.52, 0.22, -0.275581, -0.00988496, 0.275758
0.54, 0.22, -0.277067, -0.0262753, 0.27831
0.56, 0.22, -0.277305, -0.0427748, 0.280585
0.58, 0.22, -0.276127, -0.0591385, 0.282389
0.6, 0.22, -0.273282, -0.0750568, 0.283402
0.62, 0.22, -0.268441, -0.0901309, 0.283168
0.64, 0.22, -0.261217, -0.103854, 0.281105
0.66, 0.22, -0.251209, -0.115608, 0.276534
0.68, 0.22, -0.238074, -0.124688, 0.26875
0.7, 0.22, -0.221617, -0.130362, 0.257115
0.72, 0.22, -0.20189, -0.131975, 0.241199
0.74, 0.22, -0.179282, -0.129076, 0.220913
0.76, 0.22, -0.15455, -0.121559, 0.196627
0.78, 0.22, -0.128777, -0.109754, 0.169202
0.8, 0.22, -0.103243, -0.0944458, 0.139925
0.82, 0.22, -0.0792397, -0.0767919, 0.110345
0.84, 0.22, -0.0578691, -0.0581567, 0.0820429
0.86, 0.22, -0.0398908, -0.0399167, 0.0564324
0.88, 0.22, -0.0256529, -0.0232944, 0.0346512
0.9, 0.22, -0.015111, -0.00926964, 0.0177276
0.92, 0.22, -0.00791016, 0.00142114, 0.00803681
0.94, 0.22, -0.00349124, 0.00821183, 0.00892317
0.96, 0.22, -0.00118471, 0.0105998, 0.0106658
0.98, 0.22, -0.000271646, 0.00805407, 0.00805865
1, 0.22, 0, 0, 0
0, 0.24, 0, 0, 0
0.02, 0.24, -0.0025424, 0.0151507, 0.0153625
0.04, 0.24, -0.00819882, 0.0274875, 0.0286842
0.06, 0.24, -0.0160562, 0.037858, 0.0411221
0.08, 0.24, -0.0254636, 0.0473471, 0.05376
0.1, 0.24, -0.0361489, 0.0567354, 0.0672729
0.12, 0.24, -0.0480402, 0.0663594, 0.0819233
0.14, 0.24, -0.0611122, 0.0761935, 0.0976737
0.16, 0.24, -0.0753022, 0.0859878, 0.114299
0.18, 0.24, -0.0904778, 0.0953767, 0.131465
0.2, 0.24, -0.106435, 0.103946, 0.148772
0.22, 0.24, -0.12291, 0.111277, 0.165799
0.24, 0.24, -0.139596, 0.116985, 0.182134
0.26, 0.24, -0.156169, 0.120744, 0.197403
0.28, 0.24, -0.172303, 0.122314, 0.211303
0.3, 0.24, -0.187691, 0.121549, 0.223612
0.32, 0.24, -0.20207, 0.118404, 0.234205
0.34, 0.24, -0.215228, 0.112929, 0.243056
0.36, 0.24, -0.227025, 0.105258, 0.250239
0.38, 0.24, -0.237393, 0.0955907, 0.255916
0.4, 0.24, -0.246338, 0.084172, 0.260321
0.42, 0.24, -0.253928, 0.0712643, 0.263738
0.44, 0.24, -0.260277, 0.0571267, 0.266473
0.46, 0.24, -0.265526, 0.0419974, 0.268827
0.48, 0.24, -0.269819, 0.0260826, 0.271077
0.5, 0.24, -0.273281, 0.00955472, 0.273448
0.52, 0.24, -0.276001, -0.00744316, 0.276102
0.54, 0.24, -0.278014, -0.024785, 0.279117
0.56, 0.24, -0.279281, -0.0423431, 0.282472
0.58, 0.24, -0.279672, -0.0599634, 0.286028
0.6, 0.24, -0.278956, -0.0774341, 0.289504
0.62, 0.24, -0.276788, -0.0944503, 0.292459
0.64, 0.24, -0.27271, -0.110577, 0.294275
0.66, 0.24, -0.266177, -0.125221, 0.294161
0.68, 0.24, -0.256612, -0.137623, 0.291187
0.7, 0.24, -0.243493, -0.146887, 0.284367
0.72, 0.24, -0.22649, -0.152072, 0.272807
0.74, 0.24, -0.205606, -0.152337, 0.255892
0.76, 0.24, -0.181297, -0.147142, 0.233494
0.78, 0.24, -0.154518, -0.136437, 0.206133
0.8, 0.24, -0.126646, -0.120783, 0.175007
0.82, 0.24, -0.099286, -0.101346, 0.141876
0.84, 0.24, -0.0739988, -0.0797386, 0.108784
0.86, 0.24, -0.0520329, -0.0577524, 0.0777353
0.88, 0.24, -0.0341493, -0.0370888, 0.0504158
0.9, 0.24, -0.0205728, -0.0191605, 0.0281135
0.92, 0.24, -0.0110631, -0.00502614, 0.0121514
0.94, 0.24, -0.00505079, 0.0045516, 0.00679908
0.96, 0.24, -0.00177844, 0.00897195, 0.00914652
0.98, 0.24, -0.000400087, 0.0076581, 0.00766854
1, 0.24, 0, 0, 0
0, 0.26, 0, 0, 0
0.02, 0.26, -0.002893, 0.0197695, 0.0199801
0.04, 0.26, -0.00922876, 0.0349986, 0.0361949
0.06, 0.26, -0.0179221, 0.0472191, 0.0505059
0.08, 0.26, -0.0282116, 0.0580797, 0.0645689
0.1, 0.26, -0.039776, 0.0686855, 0.0793714
0.12, 0.26, -0.0525166, 0.0794887, 0.0952704
0.14, 0.26, -0.0663815, 0.0904521, 0.112197
0.16, 0.26, -0.0812737, 0.10126, 0.129842
0.18, 0.26, -0.0970209, 0.11147, 0.147779
0.2, 0.26, -0.113377, 0.120601, 0.165527
0.22, 0.26, -0.13004, 0.128185, 0.182598
0.24, 0.26, -0.146669, 0.133809, 0.198537
0.26, 0.26, -0.162913, 0.137143, 0.212952
0.28, 0.26, -0.178429, 0.137962, 0.225545
0.3, 0.26, -0.192915, 0.136162, 0.236128
0.32, 0.26, -0.206124, 0.131756, 0.244636
0.34, 0.26, -0.217886, 0.124869, 0.251131
0.36, 0.26, -0.228122, 0.115719, 0.255794
0.38, 0.26, -0.236838, 0.104588, 0.258904
0.4, 0.26, -0.244125, 0.0917909, 0.260811
0.42, 0.26, -0.250131, 0.0776425, 0.261904
0.44, 0.26, -0.255048, 0.0624332, 0.262579
0.46, 0.26, -0.259083, 0.0464096, 0.263206
0.48, 0.26, -0.262435, 0.0297656, 0.264118
0.5, 0.26, -0.265282, 0.012643, 0.265583
0.52, 0.26, -0.267761, -0.0048623, 0.267805
0.54, 0.26, -0.269954, -0.0226871, 0.270906
0.56, 0.26, -0.271878, -0.0407827, 0.274919
0.58, 0.26, -0.273463, -0.0590913, 0.279774
0.6, 0.26, -0.274537, -0.0775146, 0.28527
0.62, 0.26, -0.274803, -0.0958743, 0.291048
0.64, 0.26, -0.273821, -0.113864, 0.296552
0.66, 0.26, -0.271, -0.130999, 0.301001
0.68, 0.26, -0.265624, -0.146567, 0.303377
0.7, 0.26, -0.25691, -0.159619, 0.302458
0.72, 0.26, -0.244139, -0.169004, 0.296928
0.74, 0.26, -0.226829, -0.173504, 0.285579
0.76, 0.26, -0.204942, -0.172048, 0.267585
0.78, 0.26, -0.179047, -0.164007, 0.242809
0.8, 0.26, -0.150372, -0.149457, 0.212012
0.82, 0.26, -0.12067, -0.129323, 0.176877
0.84, 0.26, -0.0919224, -0.105303, 0.13978
0.86, 0.26, -0.0659583, -0.0795887, 0.103368
0.88, 0.26, -0.0441189, -0.0544644, 0.0700918
0.9, 0.26, -0.0270784, -0.0319482, 0.0418799
0.92, 0.26, -0.0148496, -0.013594, 0.0201323
0.94, 0.26, -0.00692976, -0.000491199, 0.00694715
0.96, 0.26, -0.00249438, 0.0065856, 0.00704216
0.98, 0.26, -0.000555415, 0.00697509, 0.00699717
1, 0.26, 0, 0, 0
0, 0.28, 0, 0, 0
0.02, 0.28, -0.00317897, 0.0248824, 0.0250846
0.04, 0.28, -0.0100737, 0.0432298, 0.044388
0.06, 0.28, -0.0194515, 0.0573745, 0.0605821
0.08, 0.28, -0.0304506, 0.06961, 0.0759788
0.1, 0.28, -0.042699, 0.081403, 0.091922
0.12, 0.28, -0.0560668, 0.0933278, 0.108874
0.14, 0.28, -0.0704698, 0.105329, 0.126729
0.16, 0.28, -0.0857732, 0.11702, 0.145089
0.18, 0.28, -0.101763, 0.127879, 0.163428
0.2, 0.28, -0.118153, 0.137358, 0.181183
0.22, 0.28, -0.134601, 0.144945, 0.197804
0.24, 0.28, -0.150737, 0.150207, 0.2128
0.26, 0.28, -0.166192, 0.15282, 0.225774
0.28, 0.28, -0.180622, 0.152594, 0.236451
0.3, 0.28, -0.193739, 0.149484, 0.244705
0.32, 0.28, -0.20534, 0.143585, 0.250561
0.34, 0.28, -0.215315, 0.135118, 0.254199
0.36, 0.28, -0.22366, 0.124399, 0.255928
0.38, 0.28, -0.230469, 0.111795, 0.256153
0.4, 0.28, -0.23591, 0.0976906, 0.255337
0.42, 0.28, -0.240204, 0.082444, 0.253959
0.44, 0.28, -0.243598, 0.0663645, 0.252476
0.46, 0.28, -0.24634, 0.0496951, 0.251302
0.48, 0.28, -0.24866, 0.0326092, 0.250789
0.5, 0.28, -0.250757, 0.0152142, 0.251218
0.52, 0.28, -0.252792, -0.00243901, 0.252804
0.54, 0.28, -0.254878, -0.0203424, 0.255689
0.56, 0.28, -0.257074, -0.0385151, 0.259943
0.58, 0.28, -0.259371, -0.0569838, 0.265557
0.6, 0.28, -0.261676, -0.0757567, 0.272421
0.62, 0.28, -0.263786, -0.0947884, 0.2803
0.64, 0.28, -0.265353, -0.11393, 0.288777
0.66, 0.28, -0.265852, -0.132867, 0.297205
0.68, 0.28, -0.264562, -0.151042, 0.304642
0.7, 0.28, -0.260582, -0.16759, 0.309822
0.72, 0.28, -0.252908, -0.181307, 0.311183
0.74, 0.28, -0.240596, -0.190708, 0.307011
0.76, 0.28, -0.223009, -0.194219, 0.295726
0.78, 0.28, -0.2001, -0.190503, 0.276281
0.8, 0.28, -0.172629, -0.178881, 0.248595
0.82, 0.28, -0.142197, -0.159688, 0.213823
0.84, 0.28, -0.111019, -0.134405, 0.174327
0.86, 0.28, -0.0814826, -0.10546, 0.133271
0.88, 0.28, -0.0556366, -0.0757464, 0.0939837
0.9, 0.28, -0.0348047, -0.0480587, 0.0593381
0.92, 0.28, -0.0194457, -0.0246728, 0.0314147
0.94, 0.28, -0.009255, -0.00720312, 0.0117277
0.96, 0.28, -0.00340077, 0.00327042, 0.00471815
0.98, 0.28, -0.000759934, 0.00593311, 0.00598158
1, 0.28, 0, 0, 0
0, 0.3, 0, 0, 0
0.02, 0.3, -0.00338102, 0.0303818, 0.0305694
0.04, 0.3, -0.0106838, 0.0520266, 0.0531122
0.06, 0.3, -0.0205646, 0.0681469, 0.0711822
0.08, 0.3, -0.0320737, 0.0817412, 0.0878086
0.1, 0.3, -0.0447869, 0.0946672, 0.104727
0.12, 0.3, -0.0585371, 0.107626, 0.122515
0.14, 0.3, -0.0732041, 0.120542, 0.141029
0.16, 0.3, -0.0886134, 0.13295, 0.159775
0.18, 0.3, -0.104511, 0.14425, 0.17813
0.2, 0.3, -0.12057, 0.153832, 0.195452
0.22, 0.3, -0.13642, 0.161147, 0.211137
0.24, 0.3, -0.15167, 0.165752, 0.224672
0.26, 0.3, -0.165944, 0.167346, 0.235674
0.28, 0.3, -0.178916, 0.165796, 0.243925
0.3, 0.3, -0.190338, 0.161139, 0.249387
0.32, 0.3, -0.200065, 0.153573, 0.252212
0.34, 0.3, -0.208068, 0.143432, 0.252715
0.36, 0.3, -0.214428, 0.131131, 0.251346
0.38, 0.3, -0.219317, 0.117122, 0.248632
0.4, 0.3, -0.222973, 0.101845, 0.245131
0.42, 0.3, -0.225666, 0.0856844, 0.241386
0.44, 0.3, -0.227673, 0.0689516, 0.237885
0.46, 0.3, -0.229253, 0.0518725, 0.235048
0.48, 0.3, -0.230637, 0.0345907, 0.233217
0.5, 0.3, -0.23202, 0.0171774, 0.232655
0.52, 0.3, -0.233557, -0.000356519, 0.233557
0.54, 0.3, -0.235368, -0.0180462, 0.236059
0.56, 0.3, -0.237534, -0.0359601, 0.24024
0.58, 0.3, -0.240091, -0.0541858, 0.24613
0.6, 0.3, -0.243024, -0.0728132, 0.253697
0.62, 0.3, -0.246233, -0.0919091, 0.262827
0.64, 0.3, -0.249506, -0.111477, 0.273277
0.66, 0.3, -0.252464, -0.131397, 0.284611
0.68, 0.3, -0.254512, -0.151335, 0.296106
0.7, 0.3, -0.254798, -0.17064, 0.30666
0.72, 0.3, -0.252221, -0.18824, 0.314721
0.74, 0.3, -0.245529, -0.202594, 0.318322
0.76, 0.3, -0.233538, -0.211784, 0.315265
0.78, 0.3, -0.215471, -0.213795, 0.303539
0.8, 0.3, -0.191342, -0.207015, 0.281899
0.82, 0.3, -0.162217, -0.190825, 0.250457
0.84, 0.3, -0.1302, -0.166046, 0.211005
0.86, 0.3, -0.0980456, -0.134989, 0.166838
0.88, 0.3, -0.0685255, -0.101026, 0.122074
0.9, 0.3, -0.0437848, -0.0678345, 0.080738
0.92, 0.3, -0.0249554, -0.038661, 0.0460157
0.94, 0.3, -0.0121207, -0.0159173, 0.0200068
0.96, 0.3, -0.00455261, -0.00119308, 0.00470635
0.98, 0.3, -0.00103191, 0.00442829, 0.00454693
1, 0.3, 0, 0, 0
0, 0.32, 0, 0, 0
0.02, 0.32, -0.00348384, 0.0361359, 0.0363035
0.04, 0.32, -0.0110197, 0.0612061, 0.0621902
0.06, 0.32, -0.0211989, 0.0793341, 0.0821176
0.08, 0.32, -0.0329994, 0.0942556, 0.0998653
0.1, 0.32, -0.0459429, 0.108239, 0.117586
0.12, 0.32, -0.0598199, 0.122119, 0.135983
0.14, 0.32, -0.0744711, 0.135796, 0.154876
0.16, 0.32, -0.0896836, 0.148729, 0.173677
0.18, 0.32, -0.105166, 0.160241, 0.19167
0.2, 0.32, -0.120563, 0.169666, 0.20814
0.22, 0.32, -0.135481, 0.176428, 0.222445
0.24, 0.32, -0.149525, 0.180091, 0.234073
0.26, 0.32, -0.162331, 0.180398, 0.242683
0.28, 0.32, -0.173611, 0.177295, 0.248142
0.3, 0.32, -0.183177, 0.170924, 0.250537
0.32, 0.32, -0.190961, 0.161605, 0.250165
0.34, 0.32, -0.197019, 0.149785, 0.247492
0.36, 0.32, -0.201512, 0.135979, 0.2431
0.38, 0.32, -0.204681, 0.120707, 0.237623
0.4, 0.32, -0.206809, 0.104444, 0.231686
0.42, 0.32, -0.208191, 0.0875797, 0.225862
0.44, 0.32, -0.209104, 0.0704095, 0.22064
0.46, 0.32, -0.209795, 0.0531281, 0.216417
0.48, 0.32, -0.210471, 0.0358424, 0.213501
0.5, 0.32, -0.211298, 0.0185863, 0.212114
0.52, 0.32, -0.212409, 0.00133696, 0.212413
0.54, 0.32, -0.213906, -0.0159711, 0.214502
0.56, 0.32, -0.215872, -0.0334355, 0.218446
0.58, 0.32, -0.218368, -0.0511781, 0.224285
0.6, 0.32, -0.221428, -0.0693369, 0.23203
0.62, 0.32, -0.225047, -0.0880541, 0.24166
0.64, 0.32, -0.229145, -0.107451, 0.253088
0.66, 0.32, -0.233523, -0.127582, 0.266102
0.68, 0.32, -0.237786, -0.148354, 0.28027
0.7, 0.32, -0.241275, -0.169408, 0.294809
0.72, 0.32, -0.242994, -0.189961, 0.308434
0.74, 0.32, -0.24162, -0.20866, 0.319247
0.76, 0.32, -0.235622, -0.223514, 0.324771
0.78, 0.32, -0.223571, -0.232042, 0.322223
0.8, 0.32, -0.2046, -0.231716, 0.309117
0.82, 0.32, -0.178904, -0.220705, 0.284108
0.84, 0.32, -0.14803, -0.198678, 0.247762
0.86, 0.32, -0.114728, -0.167296, 0.202856
0.88, 0.32, -0.0823289, -0.130048, 0.153918
0.9, 0.32, -0.0538728, -0.0914402, 0.10613
0.92, 0.32, -0.0313845, -0.0559053, 0.0641123
0.94, 0.32, -0.0155738, -0.0269807, 0.0311529
0.96, 0.32, -0.00598511, -0.00705704, 0.00925328
0.98, 0.32, -0.00138376, 0.00233268, 0.00271223
1, 0.32, 0, 0, 0
0, 0.34, 0, 0, 0
0.02, 0.34, -0.00347743, 0.041994, 0.0421377
0.04, 0.34, -0.0110548, 0.0705644, 0.0714251
0.06, 0.34, -0.0213128, 0.090717, 0.093187
0.08, 0.34, -0.0331758, 0.106923, 0.111951
0.1, 0.34, -0.0461098, 0.121871, 0.130302
0.12, 0.34, -0.0598582, 0.136538, 0.149082
0.14, 0.34, -0.0742221, 0.150804, 0.16808
0.16, 0.34, -0.0889541, 0.164056, 0.186621
0.18, 0.34, -0.103734, 0.175544, 0.203903
0.2, 0.34, -0.118187, 0.184555, 0.219155
0.22, 0.34, -0.131913, 0.190502, 0.231715
0.24, 0.34, -0.144528, 0.192975, 0.241096
0.26, 0.34, -0.155704, 0.191785, 0.247033
0.28, 0.34, -0.165207, 0.186978, 0.249508
0.3, 0.34, -0.172924, 0.17882, 0.248755
0.32, 0.34, -0.17887, 0.167756, 0.245227
0.34, 0.34, -0.18318, 0.154347, 0.239537
0.36, 0.34, -0.186084, 0.139189, 0.232381
0.38, 0.34, -0.187868, 0.122851, 0.22447
0.4, 0.34, -0.188836, 0.105818, 0.216464
0.42, 0.34, -0.189282, 0.0884661, 0.208935
0.44, 0.34, -0.189463, 0.0710564, 0.202349
0.46, 0.34, -0.189593, 0.0537418, 0.197063
0.48, 0.34, -0.189839, 0.0365876, 0.193332
0.5, 0.34, -0.190327, 0.0195914, 0.191333
0.52, 0.34, -0.191155, 0.0027029, 0.191174
0.54, 0.34, -0.192398, -0.0141625, 0.192918
0.56, 0.34, -0.194121, -0.0311151, 0.196599
0.58, 0.34, -0.196388, -0.0482872, 0.202237
0.6, 0.34, -0.19926, -0.0658335, 0.209854
0.62, 0.34, -0.20279, -0.0839302, 0.219472
0.64, 0.34, -0.207003, -0.102768, 0.231109
0.66, 0.34, -0.211858, -0.122526, 0.244737
0.68, 0.34, -0.217179, -0.143318, 0.260205
0.7, 0.34, -0.222567, -0.165081, 0.277106
0.72, 0.34, -0.227284, -0.187411, 0.294586
0.74, 0.34, -0.230168, -0.209334, 0.311124
0.76, 0.34, -0.229631, -0.229102, 0.324373
0.78, 0.34, -0.223834, -0.244114, 0.331199
0.8, 0.34, -0.211117, -0.251176, 0.328116
0.82, 0.34, -0.190635, -0.247217, 0.312182
0.84, 0.34, -0.162965, -0.230369, 0.282184
0.86, 0.34, -0.130357, -0.201007, 0.239576
0.88, 0.34, -0.0963336, -0.162131, 0.188591
0.9, 0.34, -0.0647362, -0.118772, 0.135268
0.92, 0.34, -0.0386303, -0.0766324, 0.0858186
0.94, 0.34, -0.0196085, -0.040714, 0.0451898
0.96, 0.34, -0.00771242, -0.0145853, 0.0164989
0.98, 0.34, -0.00182224, -0.000496324, 0.00188862
1, 0.34, 0, 0, 0
0, 0.36, 0, 0, 0
0.02, 0.36, -0.00335787, 0.0477938, 0.0479116
0.04, 0.36, -0.0107773, 0.079885, 0.0806088
0.06, 0.36, -0.0208877, 0.102068, 0.104183
0.08, 0.36, -0.0325822, 0.119508, 0.12387
0.1, 0.36, -0.0452709, 0.135318, 0.14269
0.12, 0.36, -0.0586466, 0.150625, 0.16164
0.14, 0.36, -0.0724725, 0.165301, 0.18049
0.16, 0.36, -0.086473, 0.178662, 0.198489
0.18, 0.36, -0.10031, 0.189899, 0.214764
0.2, 0.36, -0.113603, 0.198264, 0.228504
0.22, 0.36, -0.125962, 0.203175, 0.239053
0.24, 0.36, -0.137034, 0.204272, 0.245978
0.26, 0.36, -0.14654, 0.201453, 0.249113
0.28, 0.36, -0.154317, 0.194881, 0.248581
0.3, 0.36, -0.160327, 0.184956, 0.244772
0.32, 0.36, -0.164666, 0.172246, 0.238293
0.34, 0.36, -0.167535, 0.157411, 0.229883
0.36, 0.36, -0.16921, 0.141108, 0.220326
0.38, 0.36, -0.169997, 0.123929, 0.210375
0.4, 0.36, -0.1702, 0.106349, 0.200694
0.42, 0.36, -0.170088, 0.0887114, 0.191832
0.44, 0.36, -0.169883, 0.0712291, 0.184211
0.46, 0.36, -0.169757, 0.0540077, 0.178141
0.48, 0.36, -0.169832, 0.0370693, 0.173831
0.5, 0.36, -0.170193, 0.0203783, 0.171408
0.52, 0.36, -0.170897, 0.00386231, 0.170941
0.54, 0.36, -0.17199, -0.0125739, 0.172449
0.56, 0.36, -0.173515, -0.0290416, 0.175928
0.58, 0.36, -0.17552, -0.0456676, 0.181364
0.6, 0.36, -0.178071, -0.0625995, 0.188754
0.62, 0.36, -0.181245, -0.0800139, 0.198121
0.64, 0.36, -0.185129, -0.0981226, 0.209525
0.66, 0.36, -0.189792, -0.11717, 0.223047
0.68, 0.36, -0.195239, -0.137408, 0.238745
0.7, 0.36, -0.201326, -0.159019, 0.256552
0.72, 0.36, -0.207636, -0.18197, 0.27609
0.74, 0.36, -0.213329, -0.205773, 0.296398
0.76, 0.36, -0.217027, -0.229163, 0.315621
0.78, 0.36, -0.216817, -0.249817, 0.330784
0.8, 0.36, -0.210529, -0.264304, 0.337904
0.82, 0.36, -0.196347, -0.268573, 0.332692
0.84, 0.36, -0.173645, -0.259092, 0.311899
0.86, 0.36, -0.143678, -0.234376, 0.274909
0.88, 0.36, -0.109643, -0.196158, 0.224721
0.9, 0.36, -0.0758729, -0.149388, 0.167552
0.92, 0.36, -0.0464811, -0.100882, 0.111075
0.94, 0.36, -0.0241652, -0.0573669, 0.0622488
0.96, 0.36, -0.00972847, -0.0240307, 0.0259253
0.98, 0.36, -0.00234937, -0.0042068, 0.00481837
1, 0.36, 0, 0, 0
0, 0.38, 0, 0, 0
0.02, 0.38, -0.00312756, 0.0533697, 0.0534612
0.04, 0.38, -0.0101905, 0.088947, 0.0895289
0.06, 0.38, -0.0199283, 0.113157, 0.114898
0.08, 0.38, -0.031229, 0.131783, 0.135433
0.1, 0.38, -0.0434485, 0.148349, 0.154581
0.12, 0.38, -0.0562281, 0.164146, 0.17351
0.14, 0.38, -0.0692957, 0.17905, 0.191992
0.16, 0.38, -0.0823565, 0.192325, 0.209216
0.18, 0.38, -0.0950673, 0.203109, 0.224256
0.2, 0.38, -0.107056, 0.210637, 0.236282
0.22, 0.38, -0.117961, 0.214352, 0.244666
0.24, 0.38, -0.127472, 0.21396, 0.249054
0.26, 0.38, -0.135375, 0.209464, 0.249403
0.28, 0.38, -0.141576, 0.201158, 0.245984
0.3, 0.38, -0.146114, 0.189569, 0.239344
0.32, 0.38, -0.149147, 0.175381, 0.230224
0.34, 0.38, -0.150923, 0.15933, 0.219463
0.36, 0.38, -0.15174, 0.142113, 0.207897
0.38, 0.38, -0.151902, 0.124321, 0.196291
0.4, 0.38, -0.151691, 0.1064, 0.185286
0.42, 0.38, -0.15134, 0.0886459, 0.17539
0.44, 0.38, -0.151029, 0.0712192, 0.166979
0.46, 0.38, -0.150884, 0.0541756, 0.160315
0.48, 0.38, -0.150986, 0.0374961, 0.155573
0.5, 0.38, -0.151382, 0.0211159, 0.152848
0.52, 0.38, -0.152097, 0.00494569, 0.152178
0.54, 0.38, -0.153149, -0.0111148, 0.153552
0.56, 0.38, -0.154557, -0.0271714, 0.156927
0.58, 0.38, -0.156352, -0.0433372, 0.162247
0.6, 0.38, -0.158585, -0.0597396, 0.169464
0.62, 0.38, -0.161334, -0.0765334, 0.178566
0.64, 0.38, -0.164703, -0.0939165, 0.189598
0.66, 0.38, -0.168821, -0.112144, 0.202674
0.68, 0.38, -0.173808, -0.13153, 0.217966
0.7, 0.38, -0.179717, -0.152416, 0.235646
0.72, 0.38, -0.18643, -0.175069, 0.255744
0.74, 0.38, -0.193487, -0.199472, 0.277896
0.76, 0.38, -0.199893, -0.224974, 0.30095
0.78, 0.38, -0.203974, -0.249846, 0.322534
0.8, 0.38, -0.203427, -0.270917, 0.33879
0.82, 0.38, -0.195762, -0.283654, 0.344648
0.84, 0.38, -0.179169, -0.283074, 0.335011
